fips_full,district_name,year,cs_score,cs_score_se,cs_score_se_adj
4030360,Tushka,2015,0.3741874326512681,0.0474219260220236,0.0501234997689085
4030360,Tushka,2016,0.3739193185985213,0.0517382371034107,0.0529277450075342
4030360,Tushka,2017,0.1605735609004842,0.0461763389982657,0.0486442686668367
4030360,Tushka,2018,0.2076633519441693,0.0469449298548867,0.0481363619389959
4030360,Tushka,2019,-0.0256374154077466,0.0441265699568517,0.0465397747646594
4030360,Tushka,2022,-0.2978594490162046,0.0474264326581951,0.0508904022895355
4030360,Tushka,2023,-0.2341593155265267,0.0474058100285896,0.0492803543872871
4030360,Tushka,2024,-0.1809211477023261,0.0461726527045154,0.0501540887570619
4030390,Tuskahoma,2014,-0.4834813459196475,0.1112449259452872,0.1117570973959724
4030390,Tuskahoma,2015,-0.4142414438063969,0.112024657827033,0.1131947442362468
4030390,Tuskahoma,2016,-0.4980969116478431,0.1047274835118609,0.1053202108606933
4030390,Tuskahoma,2017,-0.7350694313076026,0.1389208863499692,0.1397605926400919
4030390,Tuskahoma,2018,-0.6431832439011248,0.1080108644218614,0.1085340026664433
