fips,district,year,enrollment,cs_score
4017020,Deer Creek-Lamont,2018,183,0.1230368404698235
4017020,Deer Creek-Lamont,2017,171,0.0380414213568383
4017020,Deer Creek-Lamont,2016,181,0.0650142477612263
4017020,Deer Creek-Lamont,2015,177,0.3107714395628541
4009720,Denison,2025,282,NA
4009720,Denison,2024,297,0.0211125685887775
4009720,Denison,2023,326,-0.2824984351791305
4009720,Denison,2022,308,0.0312411828486225
4009720,Denison,2021,295,NA
4009720,Denison,2020,323,NA
4009720,Denison,2019,300,0.4180175840410428
4009720,Denison,2018,302,0.1787893772064066
4009720,Denison,2017,309,0.1635813000336003
4009720,Denison,2016,325,0.1894408141630635
4009720,Denison,2015,287,0.2612072787291518
4009750,Depew,2025,364,NA
4009750,Depew,2024,383,-0.2787772332863082
4009750,Depew,2023,369,-0.1178429015084737
4009750,Depew,2022,355,-0.2886732356166204
4009750,Depew,2021,343,NA
4009750,Depew,2020,365,NA
4009750,Depew,2019,386,-0.0250271240177049
4009750,Depew,2018,384,-0.0735756213974277
4009750,Depew,2017,396,-0.1604474578148198
4009750,Depew,2016,361,-0.1681937831104651
4009750,Depew,2015,380,-0.1125556872262522
4009780,Dewar,2025,531,NA
4009780,Dewar,2024,491,-0.646275361414673
4009780,Dewar,2023,496,-0.71964678813057
4009780,Dewar,2022,447,-0.7518156556701056
4009780,Dewar,2021,409,NA
4009780,Dewar,2020,454,NA
4009780,Dewar,2019,444,-0.6014869116156993
4009780,Dewar,2018,409,-0.5248483958807288
4009780,Dewar,2017,431,-0.471027425432504
4009780,Dewar,2016,433,-0.511669246170432
4009780,Dewar,2015,412,-0.3517020932511113
4009810,Dewey,2025,1157,NA
4009810,Dewey,2024,1206,-0.3366369962039568
4009810,Dewey,2023,1232,-0.2758487433600367
4009810,Dewey,2022,1226,-0.1973767977056829
4009810,Dewey,2021,1213,NA
4009810,Dewey,2020,1239,NA
4009810,Dewey,2019,1239,-0.0828163072654139
4009810,Dewey,2018,1273,-0.0666353684600176
4009810,Dewey,2017,1241,0.0101027369417855
4009810,Dewey,2016,1264,0.084232153237401
4009810,Dewey,2015,1258,0.1910699474045835
4009870,Dibble,2025,763,NA
4009870,Dibble,2024,769,-0.1250193773477784
4009870,Dibble,2023,717,-0.1316159174828189
4009870,Dibble,2022,706,-0.2547571563680015
4009870,Dibble,2021,645,NA
4009870,Dibble,2020,694,NA
4009870,Dibble,2019,694,-0.4819348074140026
4009870,Dibble,2018,689,-0.4539159801946543
4009870,Dibble,2017,642,-0.2984060745325461
4009870,Dibble,2016,654,-0.1381736048299073
4009870,Dibble,2015,690,-0.1578040841008767
4009910,Dickson,2025,1229,NA
4009910,Dickson,2024,1270,-0.3225572665562463
4009910,Dickson,2023,1370,-0.3044056386016324
4009910,Dickson,2022,1352,-0.4124194493823896
4009910,Dickson,2021,1286,NA
4009910,Dickson,2020,1339,NA
4009910,Dickson,2019,1348,-0.1769005618265832
4009910,Dickson,2018,1359,-0.2191953291450466
4009910,Dickson,2017,1317,-0.148633775545587
4009910,Dickson,2016,1336,-0.0976712326255401
4009910,Dickson,2015,1302,-0.0588026638887558
4000799,Dove Schools Of Okc (Charter),2025,2052,NA
4000799,Dove Schools Of Okc (Charter),2024,2011,0.0691798515266527
4000799,Dove Schools Of Okc (Charter),2023,1854,-0.1122488574801398
4000799,Dove Schools Of Okc (Charter),2022,1779,-0.2041897238693886
4000799,Dove Schools Of Okc (Charter),2021,1504,NA
4000799,Dove Schools Of Okc (Charter),2020,1321,NA
4000799,Dove Schools Of Okc (Charter),2019,1074,0.1936647017752181
4000799,Dove Schools Of Okc (Charter),2018,804,0.1782618509696987
4000799,Dove Schools Of Okc (Charter),2017,NA,NA
4000799,Dove Schools Of Okc (Charter),2016,NA,NA
4000799,Dove Schools Of Okc (Charter),2015,NA,NA
4000753,Dove Schools Of Tulsa (Charter),2025,1468,NA
4000753,Dove Schools Of Tulsa (Charter),2024,1268,-0.2888563666990741
4000753,Dove Schools Of Tulsa (Charter),2023,1242,-0.3947730305628796
4000753,Dove Schools Of Tulsa (Charter),2022,1234,-0.4231548517325798
4000753,Dove Schools Of Tulsa (Charter),2021,1209,NA
4000753,Dove Schools Of Tulsa (Charter),2020,1240,NA
4000753,Dove Schools Of Tulsa (Charter),2019,1033,0.0128401828209371
4000753,Dove Schools Of Tulsa (Charter),2018,1028,-0.2054979699295023
4000753,Dove Schools Of Tulsa (Charter),2017,1056,-0.1694801012130356
4000753,Dove Schools Of Tulsa (Charter),2016,1056,-0.1039117791541226
4000753,Dove Schools Of Tulsa (Charter),2015,992,-1.652435804767e-4
4000771,Dove Science Academy (Charter),2025,NA,NA
4000771,Dove Science Academy (Charter),2024,NA,NA
4000771,Dove Science Academy (Charter),2023,NA,NA
4000771,Dove Science Academy (Charter),2022,NA,NA
4000771,Dove Science Academy (Charter),2021,NA,NA
4000771,Dove Science Academy (Charter),2020,NA,NA
4000771,Dove Science Academy (Charter),2019,NA,NA
4000771,Dove Science Academy (Charter),2018,NA,NA
4000771,Dove Science Academy (Charter),2017,506,-0.0931325628084319
4000771,Dove Science Academy (Charter),2016,485,0.2769936384632553
4000771,Dove Science Academy (Charter),2015,493,0.2246357141902223
4000770,Dove Science Es(Charter),2025,NA,NA
4000770,Dove Science Es(Charter),2024,NA,NA
4000770,Dove Science Es(Charter),2023,NA,NA
4000770,Dove Science Es(Charter),2022,NA,NA
4000770,Dove Science Es(Charter),2021,NA,NA
4000770,Dove Science Es(Charter),2020,NA,NA
4000770,Dove Science Es(Charter),2019,NA,NA
4000770,Dove Science Es(Charter),2018,NA,NA
4000770,Dove Science Es(Charter),2017,319,0.2334689324689875
4000770,Dove Science Es(Charter),2016,301,0.5725095316520165
4000770,Dove Science Es(Charter),2015,308,0.9473284984918324
4000806,Dove Virtual Academy (Charter),2025,237,NA
4000806,Dove Virtual Academy (Charter),2024,182,-0.4985036188040683
4000806,Dove Virtual Academy (Charter),2023,89,-0.6212113358940397
4000806,Dove Virtual Academy (Charter),2022,64,-0.6867406443758324
4000806,Dove Virtual Academy (Charter),2021,25,NA
4000806,Dove Virtual Academy (Charter),2020,NA,NA
4000806,Dove Virtual Academy (Charter),2019,NA,NA
4000806,Dove Virtual Academy (Charter),2018,NA,NA
4000806,Dove Virtual Academy (Charter),2017,NA,NA
4000806,Dove Virtual Academy (Charter),2016,NA,NA
4000806,Dove Virtual Academy (Charter),2015,NA,NA
4010050,Dover,2025,206,NA
4010050,Dover,2024,190,-0.2375453128983545
4010050,Dover,2023,171,-0.3530565587582719
4010050,Dover,2022,168,-0.4233233830037214
4010050,Dover,2021,153,NA
4010050,Dover,2020,153,NA
4010050,Dover,2019,167,-0.2275259606920423
4010050,Dover,2018,152,-0.29797234815201
4010050,Dover,2017,157,-0.2257482109778688
4010050,Dover,2016,168,-0.5269189809992683
4010050,Dover,2015,179,-0.3936056465701345
4010170,Drummond,2025,351,NA
4010170,Drummond,2024,385,0.1541868735087656
4010170,Drummond,2023,384,0.0563775847741232
4010170,Drummond,2022,382,0.0900179947892036
4010170,Drummond,2021,359,NA
4010170,Drummond,2020,354,NA
4010170,Drummond,2019,353,0.1399316630748937
4010170,Drummond,2018,342,-0.0345782196884781
4010170,Drummond,2017,344,-0.0922972374725122
4010170,Drummond,2016,307,0.0770909831221381
4010170,Drummond,2015,316,0.0219182922227335
4010200,Drumright,2025,417,NA
4010200,Drumright,2024,420,-0.5319073011412843
4010200,Drumright,2023,446,-0.5824346067685039
4010200,Drumright,2022,435,-0.4781667656057928
4010200,Drumright,2021,417,NA
4010200,Drumright,2020,474,NA
4010200,Drumright,2019,528,-0.1785042915996363
4010200,Drumright,2018,566,-0.1807488520402953
4010200,Drumright,2017,565,-0.223206396495931
4010200,Drumright,2016,560,-0.1233296224194251
4010200,Drumright,2015,585,-0.0743984557323644
4010260,Duke,2025,152,NA
4010260,Duke,2024,166,-0.4796987304165684
4010260,Duke,2023,150,-0.513380782454733
4010260,Duke,2022,157,-0.6076982894483421
4010260,Duke,2021,148,NA
4010260,Duke,2020,163,NA
4010260,Duke,2019,159,-0.3629968378376818
4010260,Duke,2018,179,-0.1852439803945558
4010260,Duke,2017,178,-0.2525206236672756
4010260,Duke,2016,186,-0.2689233556339133
4010260,Duke,2015,196,-0.0626096684181025
4010290,Duncan,2025,3278,NA
4010290,Duncan,2024,3316,-0.2520771796636773
4010290,Duncan,2023,3361,-0.3169820782678241
4010290,Duncan,2022,3274,-0.2635694733950726
4010290,Duncan,2021,3142,NA
4010290,Duncan,2020,3484,NA
4010290,Duncan,2019,3452,-0.0687728283424735
4010290,Duncan,2018,3484,-0.1003880738478407
4010290,Duncan,2017,3597,-0.046496024311465
4010290,Duncan,2016,3740,-0.0251804112380946
4010290,Duncan,2015,3888,-0.0796041677216852
4010350,Durant,2025,3844,NA
4010350,Durant,2024,3911,-0.1824416500973142
4010350,Durant,2023,3854,-0.1468500066891187
4010350,Durant,2022,3770,-0.1151842317059646
4010350,Durant,2021,3478,NA
4010350,Durant,2020,3781,NA
4010350,Durant,2019,3746,0.1349312379017686
4010350,Durant,2018,3757,0.0906175364115004
4010350,Durant,2017,3718,0.0251409683918491
4010350,Durant,2016,3695,0.100882423437314
4010350,Durant,2015,3639,0.1673767910728635
4000804,E-School Virtual Academy (Charter),2025,741,NA
4000804,E-School Virtual Academy (Charter),2024,613,-0.932681951358902
4000804,E-School Virtual Academy (Charter),2023,612,-0.6317474929136297
4000804,E-School Virtual Academy (Charter),2022,552,-0.7675970110442621
4000804,E-School Virtual Academy (Charter),2021,978,NA
4000804,E-School Virtual Academy (Charter),2020,44,NA
4000804,E-School Virtual Academy (Charter),2019,NA,NA
4000804,E-School Virtual Academy (Charter),2018,NA,NA
4000804,E-School Virtual Academy (Charter),2017,NA,NA
4000804,E-School Virtual Academy (Charter),2016,NA,NA
4000804,E-School Virtual Academy (Charter),2015,NA,NA
4010440,Eagletown,2025,150,NA
4010440,Eagletown,2024,151,-0.7113589394328069
4010440,Eagletown,2023,171,-0.4834600957595802
4010440,Eagletown,2022,184,-0.5523544658326078
4010440,Eagletown,2021,182,NA
4010440,Eagletown,2020,160,NA
4010440,Eagletown,2019,156,-0.4986180992157107
4010440,Eagletown,2018,152,-0.3696649195810439
4010440,Eagletown,2017,166,-0.5442603757753843
4010440,Eagletown,2016,149,-0.4997777009827351
4010440,Eagletown,2015,192,-0.0396953439438313
4010500,Earlsboro,2025,239,NA
4010500,Earlsboro,2024,267,-0.8852834976199602
4010500,Earlsboro,2023,263,-0.8229163810690406
4010500,Earlsboro,2022,277,-0.9808097440293668
4010500,Earlsboro,2021,275,NA
4010500,Earlsboro,2020,276,NA
4010500,Earlsboro,2019,275,-0.6450686654311744
4010500,Earlsboro,2018,278,-0.5546044686700692
4010500,Earlsboro,2017,284,-0.4457718749619488
4010500,Earlsboro,2016,250,-0.310626743097328
4010500,Earlsboro,2015,239,-0.5092125802498942
4000080,Eastern Ok County Tech. Ctr.,2025,NA,NA
4000080,Eastern Ok County Tech. Ctr.,2024,NA,NA
4000080,Eastern Ok County Tech. Ctr.,2023,NA,NA
4000080,Eastern Ok County Tech. Ctr.,2022,NA,NA
4000080,Eastern Ok County Tech. Ctr.,2021,NA,NA
4000080,Eastern Ok County Tech. Ctr.,2020,NA,NA
4000080,Eastern Ok County Tech. Ctr.,2019,NA,NA
4000080,Eastern Ok County Tech. Ctr.,2018,NA,NA
4000080,Eastern Ok County Tech. Ctr.,2017,NA,NA
4000080,Eastern Ok County Tech. Ctr.,2016,NA,NA
4000080,Eastern Ok County Tech. Ctr.,2015,NA,NA
4010590,Edmond,2025,25746,NA
4010590,Edmond,2024,25878,0.0371596022359986
4010590,Edmond,2023,26190,0.034263540845907
4010590,Edmond,2022,25481,0.0799979328445746
4010590,Edmond,2021,23496,NA
4010590,Edmond,2020,25619,NA
4010590,Edmond,2019,25281,0.3160581359907594
4010590,Edmond,2018,24892,0.3482562019764718
4010590,Edmond,2017,24403,0.3795084556023655
4010590,Edmond,2016,23994,0.4328806277500458
4010590,Edmond,2015,23522,0.4785623906024044
4010650,El Reno,2025,2937,NA
4010650,El Reno,2024,2940,-0.6054290517907552
4010650,El Reno,2023,2908,-0.4849126761633737
4010650,El Reno,2022,2850,-0.6170491898531958
4010650,El Reno,2021,2648,NA
4010650,El Reno,2020,2911,NA
4010650,El Reno,2019,2807,-0.2833108687057359
4010650,El Reno,2018,2714,-0.1933878756256146
4010650,El Reno,2017,2700,-0.2668283538269868
4010650,El Reno,2016,2635,-0.2244157848114807
4010650,El Reno,2015,2554,-0.1725193989630045
4010680,Eldorado,2025,NA,NA
4010680,Eldorado,2024,NA,NA
4010680,Eldorado,2023,NA,NA
4010680,Eldorado,2022,NA,NA
4010680,Eldorado,2021,NA,NA
4010680,Eldorado,2020,NA,NA
4010680,Eldorado,2019,NA,NA
4010680,Eldorado,2018,NA,NA
4010680,Eldorado,2017,81,NA
4010680,Eldorado,2016,74,NA
4010680,Eldorado,2015,80,NA
4010710,Elgin,2025,2534,NA
4010710,Elgin,2024,2486,0.0193607988577864
4010710,Elgin,2023,2507,0.0172279997541645
4010710,Elgin,2022,2484,0.0130559326337337
4010710,Elgin,2021,2306,NA
4010710,Elgin,2020,2412,NA
4010710,Elgin,2019,2344,0.0830566570663592
4010710,Elgin,2018,2351,0.0623520079299138
4010710,Elgin,2017,2309,0.0608543223913254
4010710,Elgin,2016,2267,0.0747483344242639
4010710,Elgin,2015,2188,0.1797108994648789
4010740,Elk City,2025,2122,NA
4010740,Elk City,2024,2096,-0.0502764736358333
4010740,Elk City,2023,2108,-0.0299335607919925
4010740,Elk City,2022,2102,-0.2162688138249914
4010740,Elk City,2021,2024,NA
4010740,Elk City,2020,2181,NA
4010740,Elk City,2019,2190,-0.2125736419902891
4010740,Elk City,2018,2110,-0.3264183332081629
4010740,Elk City,2017,2051,-0.2028609591470948
4010740,Elk City,2016,2147,-0.1737379707373109
4010740,Elk City,2015,2288,-0.1555444747158271
4010860,Elmore City-Pernell,2025,452,NA
4010860,Elmore City-Pernell,2024,457,-0.2047801281090298
4010860,Elmore City-Pernell,2023,507,-0.2158741104728012
4010860,Elmore City-Pernell,2022,506,-0.4314930448013179
4010860,Elmore City-Pernell,2021,504,NA
4010860,Elmore City-Pernell,2020,512,NA
4010860,Elmore City-Pernell,2019,504,-0.267784893146225
4010860,Elmore City-Pernell,2018,506,-0.1522672092137086
4010860,Elmore City-Pernell,2017,536,-0.1682565289898323
4010860,Elmore City-Pernell,2016,520,-0.0735043427353676
4010860,Elmore City-Pernell,2015,497,-0.0725978752701645
4010890,Empire,2025,506,NA
4010890,Empire,2024,490,0.0182754665132834
4010890,Empire,2023,522,-0.1570876297051466
4010890,Empire,2022,526,-0.1685534815428553
4010890,Empire,2021,522,NA
4010890,Empire,2020,526,NA
4010890,Empire,2019,524,-0.0393973616828631
4010890,Empire,2018,540,-0.1816013552217995
4010890,Empire,2017,546,-0.0579318265047745
4010890,Empire,2016,500,0.088377278984573
4010890,Empire,2015,476,0.0456421205919779
4010920,Enid,2025,7381,NA
4010920,Enid,2024,7632,-0.4723402764165992
4010920,Enid,2023,7743,-0.4578103140257433
4010920,Enid,2022,7720,-0.4387985050242791
4010920,Enid,2021,7390,NA
4010920,Enid,2020,7803,NA
4010920,Enid,2019,7758,-0.2129142497885936
4010920,Enid,2018,7863,-0.2372247601366591
4010920,Enid,2017,8028,-0.1776221705928274
4010920,Enid,2016,8078,-0.1801849460156224
4010920,Enid,2015,8051,-0.2237086739649269
4000800,Epic Blended Learning Charter,2025,NA,NA
4000800,Epic Blended Learning Charter,2024,NA,NA
4000800,Epic Blended Learning Charter,2023,NA,NA
4000800,Epic Blended Learning Charter,2022,15177,NA
4000800,Epic Blended Learning Charter,2021,23714,NA
4000800,Epic Blended Learning Charter,2020,10962,NA
4000800,Epic Blended Learning Charter,2019,7773,-0.4313162001183474
4000800,Epic Blended Learning Charter,2018,5099,-0.4055870534721905
4000800,Epic Blended Learning Charter,2017,NA,NA
4000800,Epic Blended Learning Charter,2016,NA,NA
4000800,Epic Blended Learning Charter,2015,NA,NA
4000777,Epic Charter Virtual School,2025,28536,NA
4000777,Epic Charter Virtual School,2024,27052,-0.7864124234959508
4000777,Epic Charter Virtual School,2023,28478,-0.7967003137593377
4000777,Epic Charter Virtual School,2022,23155,-0.7881951419230032
4000777,Epic Charter Virtual School,2021,35731,NA
4000777,Epic Charter Virtual School,2020,17106,NA
4000777,Epic Charter Virtual School,2019,13532,-0.5272280232955768
4000777,Epic Charter Virtual School,2018,8059,-0.5325912490684298
4000777,Epic Charter Virtual School,2017,9077,-0.5763579239885103
4000777,Epic Charter Virtual School,2016,6037,-0.5919197682485648
4000777,Epic Charter Virtual School,2015,4370,-0.4875882838092813
4011040,Erick,2025,174,NA
4011040,Erick,2024,184,-0.2352637655272461
4011040,Erick,2023,209,0.0704407122395879
4011040,Erick,2022,208,0.3847570190746904
4011040,Erick,2021,221,NA
4011040,Erick,2020,226,NA
4011040,Erick,2019,249,0.6913690346837171
4011040,Erick,2018,252,0.5035584603009113
4011040,Erick,2017,258,0.2242041285247397
4011040,Erick,2016,274,0.0067341853040674
4011040,Erick,2015,258,0.0635823558493497
4011160,Eufaula,2025,1148,NA
4011160,Eufaula,2024,1189,-0.1169430404399379
4011160,Eufaula,2023,1185,-0.2096344764420615
4011160,Eufaula,2022,1133,-0.2714376774880016
4011160,Eufaula,2021,1112,NA
4011160,Eufaula,2020,1181,NA
4011160,Eufaula,2019,1174,-0.0621144727759875
4011160,Eufaula,2018,1153,-0.0745808974620415
4011160,Eufaula,2017,1194,-0.0164991296855404
4011160,Eufaula,2016,1184,0.0336944626225059
4011160,Eufaula,2015,1253,0.1177966320732221
4011250,Fairland,2025,551,NA
4011250,Fairland,2024,558,-0.0233397500337089
4011250,Fairland,2023,574,-0.102748597311788
4011250,Fairland,2022,598,-0.1914365077412785
4011250,Fairland,2021,598,NA
4011250,Fairland,2020,642,NA
4011250,Fairland,2019,642,0.0366398187306258
4011250,Fairland,2018,618,0.1460227885967817
4011250,Fairland,2017,629,0.0824014305482883
4011250,Fairland,2016,638,0.1279531654131939
4011250,Fairland,2015,595,0.0411538883776883
4011280,Fairview,2025,734,NA
4011280,Fairview,2024,755,-0.0605422527925223
4011280,Fairview,2023,755,-0.0271859733483469
4011280,Fairview,2022,743,-0.0286398773661776
4011280,Fairview,2021,720,NA
4011280,Fairview,2020,805,NA
4011280,Fairview,2019,801,0.0977809976232638
4011280,Fairview,2018,801,0.1344061415484456
4011280,Fairview,2017,747,0.1965889064277918
4011280,Fairview,2016,732,0.2110823340639143
4011280,Fairview,2015,759,0.27045386288795
4011400,Fanshawe,2025,94,NA
4011400,Fanshawe,2024,94,-0.5058829568343449
4011400,Fanshawe,2023,100,-0.2494829467157568
4011400,Fanshawe,2022,102,-0.4563707397678948
4011400,Fanshawe,2021,110,NA
4011400,Fanshawe,2020,102,NA
4011400,Fanshawe,2019,110,-0.2466789477597668
4011400,Fanshawe,2018,89,-0.1144742623630868
4011400,Fanshawe,2017,83,0.0297446358268038
4011400,Fanshawe,2016,76,-0.237303732296225
4011400,Fanshawe,2015,66,-0.4426731825096696
4011430,Fargo,2025,226,NA
4011430,Fargo,2024,219,0.0256287797387377
4011430,Fargo,2023,222,-0.0065395644482777
4011430,Fargo,2022,209,0.0641670788564554
4011430,Fargo,2021,228,NA
4011430,Fargo,2020,253,NA
4011430,Fargo,2019,225,-0.1421338054350555
4011430,Fargo,2018,235,0.1500985320827458
4011430,Fargo,2017,235,-0.0010452491838566
4011430,Fargo,2016,191,-0.0507470574004406
4011430,Fargo,2015,197,-0.0759096363469226
4011580,Felt,2025,71,NA
4011580,Felt,2024,76,NA
4011580,Felt,2023,90,NA
4011580,Felt,2022,73,NA
4011580,Felt,2021,74,NA
4011580,Felt,2020,84,NA
4011580,Felt,2019,84,0.4533178942472732
4011580,Felt,2018,86,0.4197612287472384
4011580,Felt,2017,103,0.2709483959514379
4011580,Felt,2016,93,0.2673769786958957
4011580,Felt,2015,82,0.1479754861736176
4000762,Five-Star Ilc,2025,NA,NA
4000762,Five-Star Ilc,2024,NA,NA
4000762,Five-Star Ilc,2023,NA,NA
4000762,Five-Star Ilc,2022,NA,NA
4000762,Five-Star Ilc,2021,NA,NA
4000762,Five-Star Ilc,2020,NA,NA
4000762,Five-Star Ilc,2019,NA,NA
4000762,Five-Star Ilc,2018,NA,NA
4000762,Five-Star Ilc,2017,NA,NA
4000762,Five-Star Ilc,2016,NA,NA
4000762,Five-Star Ilc,2015,NA,NA
4011700,Fletcher,2025,473,NA
4011700,Fletcher,2024,477,-0.3776409617533375
4011700,Fletcher,2023,469,-0.4017846567697258
4011700,Fletcher,2022,495,-0.3070234494925038
4011700,Fletcher,2021,484,NA
4011700,Fletcher,2020,480,NA
4011700,Fletcher,2019,446,-0.2777310284147641
4011700,Fletcher,2018,451,-0.1062158957508826
4011700,Fletcher,2017,455,-0.2360804431325707
4011700,Fletcher,2016,482,0.0238476380826058
4011700,Fletcher,2015,486,0.0193878678808794
4011760,Flower Mound,2025,353,NA
4011760,Flower Mound,2024,348,0.5846408443578298
4011760,Flower Mound,2023,350,0.8654682822694213
4011760,Flower Mound,2022,357,0.3753745855106476
4011760,Flower Mound,2021,330,NA
4011760,Flower Mound,2020,326,NA
4011760,Flower Mound,2019,327,0.5597563627319727
4011760,Flower Mound,2018,345,0.5632936846710049
4011760,Flower Mound,2017,350,0.7384986718463139
4011760,Flower Mound,2016,333,0.6331593652689764
4011760,Flower Mound,2015,331,0.3606446310366369
4011850,Forest Grove,2025,146,NA
4011850,Forest Grove,2024,163,-0.847161461147042
4011850,Forest Grove,2023,148,-0.7017828102011697
4011850,Forest Grove,2022,125,-0.733977577137086
4011850,Forest Grove,2021,125,NA
4011850,Forest Grove,2020,130,NA
4011850,Forest Grove,2019,167,-0.4221052386209816
4011850,Forest Grove,2018,168,-0.4424330429211264
4011850,Forest Grove,2017,173,-0.2083580387332151
4011850,Forest Grove,2016,178,0.108299569710513
4011850,Forest Grove,2015,181,0.0424409557111468
4011880,Forgan,2025,104,NA
4011880,Forgan,2024,105,NA
4011880,Forgan,2023,105,0.3082722825121943
4011880,Forgan,2022,116,0.0203421948487814
4011880,Forgan,2021,117,NA
4011880,Forgan,2020,131,NA
4011880,Forgan,2019,137,0.0117345737481069
4011880,Forgan,2018,150,-0.065591295776642
4011880,Forgan,2017,155,-0.1091637656682368
4011880,Forgan,2016,164,-0.0615857811341642
4011880,Forgan,2015,142,-0.0234648165894098
4033602,Fort Cobb-Broxton,2025,259,NA
4033602,Fort Cobb-Broxton,2024,273,0.021157384048014
4033602,Fort Cobb-Broxton,2023,276,-0.0654833158866322
4033602,Fort Cobb-Broxton,2022,306,-0.2833749509223119
4033602,Fort Cobb-Broxton,2021,292,NA
4033602,Fort Cobb-Broxton,2020,337,NA
4033602,Fort Cobb-Broxton,2019,324,-0.1877260420386118
4033602,Fort Cobb-Broxton,2018,315,-0.2739163763479081
4033602,Fort Cobb-Broxton,2017,350,-0.1347308443334311
4033602,Fort Cobb-Broxton,2016,344,-0.1107344802392072
4033602,Fort Cobb-Broxton,2015,326,0.022782951525978
4011970,Fort Gibson,2025,1714,NA
4011970,Fort Gibson,2024,1753,0.0406386455662617
4011970,Fort Gibson,2023,1795,0.1109868937733319
4011970,Fort Gibson,2022,1762,0.073063744786863
4011970,Fort Gibson,2021,1743,NA
4011970,Fort Gibson,2020,1775,NA
4011970,Fort Gibson,2019,1793,0.2997105423039391
4011970,Fort Gibson,2018,1822,0.2232217652111723
4011970,Fort Gibson,2017,1844,0.1595587262691917
4011970,Fort Gibson,2016,1855,0.1610547463171828
4011970,Fort Gibson,2015,1916,0.1760825988064324
4012000,Fort Supply,2025,127,NA
4012000,Fort Supply,2024,141,0.2490488304637114
4012000,Fort Supply,2023,138,0.2778192034730466
4012000,Fort Supply,2022,151,0.0978822247707762
4012000,Fort Supply,2021,146,NA
4012000,Fort Supply,2020,143,NA
4012000,Fort Supply,2019,130,0.2542431213711286
4012000,Fort Supply,2018,130,0.2350641913576132
4012000,Fort Supply,2017,135,0.2256852493818057
4012000,Fort Supply,2016,147,0.2295621153367858
4012000,Fort Supply,2015,135,0.044272818891633
4012300,Fort Towson,2025,316,NA
4012300,Fort Towson,2024,326,-0.460366280345027
4012300,Fort Towson,2023,303,-0.4355670914950543
4012300,Fort Towson,2022,281,-0.4787519490857056
4012300,Fort Towson,2021,315,NA
4012300,Fort Towson,2020,343,NA
4012300,Fort Towson,2019,323,-0.4495388711127224
4012300,Fort Towson,2018,328,-0.4710745454685356
4012300,Fort Towson,2017,397,-0.3787981623995707
4012300,Fort Towson,2016,397,-0.3511473934587139
4012300,Fort Towson,2015,414,-0.3321454940892648
4012060,Fox,2025,143,NA
4012060,Fox,2024,162,-0.091810140838955
4012060,Fox,2023,173,-0.075927471264037
4012060,Fox,2022,191,-0.2325448593967538
4012060,Fox,2021,216,NA
4012060,Fox,2020,242,NA
4012060,Fox,2019,279,-0.4544040786471754
4012060,Fox,2018,304,-0.2463812533436175
4012060,Fox,2017,308,-0.3749118634850007
4012060,Fox,2016,318,-0.2259439608605646
4012060,Fox,2015,340,-0.2896385022818697
4012090,Foyil,2025,427,NA
4012090,Foyil,2024,410,-0.5640892585302358
4012090,Foyil,2023,425,-0.6172755831144432
4012090,Foyil,2022,426,-0.6356253138801603
4012090,Foyil,2021,444,NA
4012090,Foyil,2020,471,NA
4012090,Foyil,2019,481,-0.3622649286568091
4012090,Foyil,2018,514,-0.3245869677332295
4012090,Foyil,2017,523,-0.4719803209968336
4012090,Foyil,2016,526,-0.3969866818471071
4012090,Foyil,2015,572,-0.3807253355321607
4000078,Francis Tuttle Tech. Ctr.,2025,NA,NA
4000078,Francis Tuttle Tech. Ctr.,2024,NA,NA
4000078,Francis Tuttle Tech. Ctr.,2023,NA,NA
4000078,Francis Tuttle Tech. Ctr.,2022,NA,NA
4000078,Francis Tuttle Tech. Ctr.,2021,NA,NA
4000078,Francis Tuttle Tech. Ctr.,2020,NA,NA
4000078,Francis Tuttle Tech. Ctr.,2019,NA,NA
4000078,Francis Tuttle Tech. Ctr.,2018,NA,NA
4000078,Francis Tuttle Tech. Ctr.,2017,NA,NA
4000078,Francis Tuttle Tech. Ctr.,2016,NA,NA
4000078,Francis Tuttle Tech. Ctr.,2015,NA,NA
4012150,Frederick,2025,737,NA
4012150,Frederick,2024,770,0.1798244986861007
4012150,Frederick,2023,810,0.1420711729410186
4012150,Frederick,2022,847,0.1245203829176888
4012150,Frederick,2021,825,NA
4012150,Frederick,2020,850,NA
4012150,Frederick,2019,877,0.1291251013534821
4012150,Frederick,2018,868,0.0814616227941196
4012150,Frederick,2017,866,-0.0155256571390742
4012150,Frederick,2016,863,-0.0873072194439349
4012150,Frederick,2015,869,0.0196785583079673
4012180,Freedom,2025,36,NA
4012180,Freedom,2024,31,NA
4012180,Freedom,2023,32,NA
4012180,Freedom,2022,46,NA
4012180,Freedom,2021,42,NA
4012180,Freedom,2020,47,NA
4012180,Freedom,2019,67,0.0584125538871037
4012180,Freedom,2018,67,-0.3587251083861258
4012180,Freedom,2017,66,-0.4177959400497133
4012180,Freedom,2016,78,-0.1717793276144475
4012180,Freedom,2015,97,-0.1799223113703471
4012210,Friend,2025,219,NA
4012210,Friend,2024,232,0.0645855332353732
4012210,Friend,2023,216,-0.0842184661365111
4012210,Friend,2022,215,0.0465408378118039
4012210,Friend,2021,245,NA
4012210,Friend,2020,256,NA
4012210,Friend,2019,261,0.1878879141814431
4012210,Friend,2018,270,0.3353745756800219
4012210,Friend,2017,269,0.2295521060160446
4012210,Friend,2016,259,0.2495047862524921
