fips,district,year,enrollment,cs_score
4017760,Liberty,2016,540,-0.2504516671873077
4017760,Liberty,2015,564,-0.3306038426441942
4017700,Liberty,2025,349,NA
4017700,Liberty,2024,328,-0.0015521378288885
4017700,Liberty,2023,374,-0.3211132238461615
4017700,Liberty,2022,366,-0.3879075052968333
4017700,Liberty,2021,347,NA
4017700,Liberty,2020,335,NA
4017700,Liberty,2019,315,-0.097827286641754
4017700,Liberty,2018,338,-0.109105881263353
4017700,Liberty,2017,324,-0.0950267787530627
4017700,Liberty,2016,288,-0.0796659956167566
4017700,Liberty,2015,266,0.1396557977526874
4000788,Lighthouse Academy(Charter),2025,NA,NA
4000788,Lighthouse Academy(Charter),2024,NA,NA
4000788,Lighthouse Academy(Charter),2023,NA,NA
4000788,Lighthouse Academy(Charter),2022,NA,NA
4000788,Lighthouse Academy(Charter),2021,NA,NA
4000788,Lighthouse Academy(Charter),2020,NA,NA
4000788,Lighthouse Academy(Charter),2019,NA,NA
4000788,Lighthouse Academy(Charter),2018,NA,NA
4000788,Lighthouse Academy(Charter),2017,292,-1.121609335099968
4000788,Lighthouse Academy(Charter),2016,263,NA
4000788,Lighthouse Academy(Charter),2015,NA,NA
4017850,Lindsay,2025,1130,NA
4017850,Lindsay,2024,1186,-0.445056915563646
4017850,Lindsay,2023,1164,-0.4556216168836087
4017850,Lindsay,2022,1155,-0.3568485600644094
4017850,Lindsay,2021,1177,NA
4017850,Lindsay,2020,1224,NA
4017850,Lindsay,2019,1226,-0.0792379389142083
4017850,Lindsay,2018,1231,-0.0911107952902134
4017850,Lindsay,2017,1245,1.992176495716e-4
4017850,Lindsay,2016,1260,0.0812553119505682
4017850,Lindsay,2015,1290,0.1052567101001785
4017880,Little Axe,2025,1138,NA
4017880,Little Axe,2024,1153,-0.4644783998863681
4017880,Little Axe,2023,1174,-0.5142090666155563
4017880,Little Axe,2022,1140,-0.5658952144264717
4017880,Little Axe,2021,1136,NA
4017880,Little Axe,2020,1293,NA
4017880,Little Axe,2019,1312,-0.297110582458908
4017880,Little Axe,2018,1315,-0.401738045344814
4017880,Little Axe,2017,1296,-0.3243954042138865
4017880,Little Axe,2016,1280,-0.1616773643807258
4017880,Little Axe,2015,1286,-0.0058537949491038
4018000,Locust Grove,2025,1177,NA
4018000,Locust Grove,2024,1185,-0.3947000256495993
4018000,Locust Grove,2023,1208,-0.3097935185848336
4018000,Locust Grove,2022,1264,-0.328263108914938
4018000,Locust Grove,2021,1299,NA
4018000,Locust Grove,2020,1339,NA
4018000,Locust Grove,2019,1390,-0.1317974873148115
4018000,Locust Grove,2018,1432,-0.1355445810527368
4018000,Locust Grove,2017,1457,-0.1850249129695597
4018000,Locust Grove,2016,1490,-0.304872320009077
4018000,Locust Grove,2015,1442,-0.0967392593964185
4022950,Lomega,2025,209,NA
4022950,Lomega,2024,212,0.4058258803452549
4022950,Lomega,2023,215,0.2868248168040639
4022950,Lomega,2022,224,0.2766719200645076
4022950,Lomega,2021,212,NA
4022950,Lomega,2020,221,NA
4022950,Lomega,2019,231,0.1607878556119904
4022950,Lomega,2018,238,0.1920231815353713
4022950,Lomega,2017,253,0.2453028538197868
4022950,Lomega,2016,260,0.357998589225845
4022950,Lomega,2015,235,0.4072849098143104
4018090,Lone Grove,2025,1454,NA
4018090,Lone Grove,2024,1444,-0.0597503599107717
4018090,Lone Grove,2023,1447,-0.0528697422215493
4018090,Lone Grove,2022,1390,-0.0167656361594704
4018090,Lone Grove,2021,1364,NA
4018090,Lone Grove,2020,1441,NA
4018090,Lone Grove,2019,1454,-0.0180717683090591
4018090,Lone Grove,2018,1480,0.0994787589295458
4018090,Lone Grove,2017,1474,0.0506067219301888
4018090,Lone Grove,2016,1536,0.0471763582046869
4018090,Lone Grove,2015,1515,0.1350632437896953
4018240,Lone Star,2025,876,NA
4018240,Lone Star,2024,874,0.0468500742892471
4018240,Lone Star,2023,881,0.0463955568819522
4018240,Lone Star,2022,849,0.0206977065276157
4018240,Lone Star,2021,874,NA
4018240,Lone Star,2020,931,NA
4018240,Lone Star,2019,934,0.0645300513180173
4018240,Lone Star,2018,922,0.080846435390682
4018240,Lone Star,2017,870,0.134022389758881
4018240,Lone Star,2016,904,0.0617923004264448
4018240,Lone Star,2015,910,0.1089535512159577
4018270,Lone Wolf,2025,94,NA
4018270,Lone Wolf,2024,96,NA
4018270,Lone Wolf,2023,109,-0.4172641285186695
4018270,Lone Wolf,2022,135,-0.1670333766571834
4018270,Lone Wolf,2021,118,NA
4018270,Lone Wolf,2020,107,NA
4018270,Lone Wolf,2019,100,-0.2603500531542854
4018270,Lone Wolf,2018,114,-0.6259867591859343
4018270,Lone Wolf,2017,118,-0.6316137291872433
4018270,Lone Wolf,2016,132,-0.5024394382779294
4018270,Lone Wolf,2015,77,-0.3258891186903556
4018390,Lookeba Sickles,2025,217,NA
4018390,Lookeba Sickles,2024,180,-0.077689196353875
4018390,Lookeba Sickles,2023,187,0.1382321851984441
4018390,Lookeba Sickles,2022,197,0.1550685207180184
4018390,Lookeba Sickles,2021,230,NA
4018390,Lookeba Sickles,2020,235,NA
4018390,Lookeba Sickles,2019,238,0.393817973290377
4018390,Lookeba Sickles,2018,246,0.3606267664202269
4018390,Lookeba Sickles,2017,270,0.180153858992796
4018390,Lookeba Sickles,2016,265,-0.0073484045549895
4018390,Lookeba Sickles,2015,278,0.2002947182436199
4018480,Lowrey,2025,100,NA
4018480,Lowrey,2024,95,NA
4018480,Lowrey,2023,100,-0.3906912028123943
4018480,Lowrey,2022,109,-0.5086233600535838
4018480,Lowrey,2021,111,NA
4018480,Lowrey,2020,127,NA
4018480,Lowrey,2019,144,-0.428837745524219
4018480,Lowrey,2018,148,-0.319153488127174
4018480,Lowrey,2017,160,-0.3839825612469218
4018480,Lowrey,2016,138,-0.4546917545868369
4018480,Lowrey,2015,134,-0.2555925247102632
4018570,Lukfata,2025,363,NA
4018570,Lukfata,2024,370,0.0942666598316087
4018570,Lukfata,2023,382,0.1147696116451266
4018570,Lukfata,2022,381,0.156231775839165
4018570,Lukfata,2021,366,NA
4018570,Lukfata,2020,394,NA
4018570,Lukfata,2019,371,0.1656279615042101
4018570,Lukfata,2018,389,0.2742614417358576
4018570,Lukfata,2017,374,0.2521993321058968
4018570,Lukfata,2016,373,0.1687257503801468
4018570,Lukfata,2015,382,0.2003867336541429
4018630,Luther,2025,815,NA
4018630,Luther,2024,835,-0.5562875794678788
4018630,Luther,2023,823,-0.5292144857972952
4018630,Luther,2022,801,-0.3938566567498563
4018630,Luther,2021,726,NA
4018630,Luther,2020,776,NA
4018630,Luther,2019,806,-0.2139622950460968
4018630,Luther,2018,834,-0.194694774916942
4018630,Luther,2017,795,-0.1914189172294716
4018630,Luther,2016,886,-0.06272353915145
4018630,Luther,2015,960,-0.1420186860597011
4018660,Macomb,2025,298,NA
4018660,Macomb,2024,273,-0.5393216300515944
4018660,Macomb,2023,251,-0.5670664042455946
4018660,Macomb,2022,257,-0.694169066302594
4018660,Macomb,2021,254,NA
4018660,Macomb,2020,268,NA
4018660,Macomb,2019,279,-0.4907644561795505
4018660,Macomb,2018,286,-0.4528122179841909
4018660,Macomb,2017,268,-0.6187722413790122
4018660,Macomb,2016,297,-0.8257172603843732
4018660,Macomb,2015,291,-0.8013863000964015
4018700,Madill,2025,1716,NA
4018700,Madill,2024,1751,-0.2798786895581611
4018700,Madill,2023,1760,-0.2753402538753779
4018700,Madill,2022,1760,-0.2977167069005981
4018700,Madill,2021,1709,NA
4018700,Madill,2020,1747,NA
4018700,Madill,2019,1793,0.0261349519584853
4018700,Madill,2018,1789,0.0372646946456895
4018700,Madill,2017,1772,-0.0781735421643287
4018700,Madill,2016,1735,-0.0386817110103422
4018700,Madill,2015,1746,0.0227096797946439
4018780,Mangum,2025,606,NA
4018780,Mangum,2024,640,0.1923933758307041
4018780,Mangum,2023,644,0.1130963656565747
4018780,Mangum,2022,674,0.0466934172174609
4018780,Mangum,2021,680,NA
4018780,Mangum,2020,717,NA
4018780,Mangum,2019,743,0.1162579595975917
4018780,Mangum,2018,751,-0.0962284792872826
4018780,Mangum,2017,731,-0.1366915385403129
4018780,Mangum,2016,752,-0.0358939278056834
4018780,Mangum,2015,743,0.1020236931773565
4018840,Mannford,2025,1503,NA
4018840,Mannford,2024,1496,-0.0833266615368457
4018840,Mannford,2023,1517,-0.2072275903450458
4018840,Mannford,2022,1506,-0.2822240119157629
4018840,Mannford,2021,1430,NA
4018840,Mannford,2020,1475,NA
4018840,Mannford,2019,1493,0.1002311734810839
4018840,Mannford,2018,1501,0.139441342471275
4018840,Mannford,2017,1571,0.1410794978388049
4018840,Mannford,2016,1622,0.0678689435377094
4018840,Mannford,2015,1574,0.0419445126900448
4018870,Mannsville,2025,95,NA
4018870,Mannsville,2024,75,NA
4018870,Mannsville,2023,74,-0.5356599005249134
4018870,Mannsville,2022,94,-0.2272130291004342
4018870,Mannsville,2021,95,NA
4018870,Mannsville,2020,107,NA
4018870,Mannsville,2019,121,0.1326787163669476
4018870,Mannsville,2018,103,0.2861472841564009
4018870,Mannsville,2017,100,-0.3514291990879551
4018870,Mannsville,2016,98,-0.744807040876275
4018870,Mannsville,2015,95,-0.3951013684893125
4018900,Maple,2025,192,NA
4018900,Maple,2024,192,0.6031590347058926
4018900,Maple,2023,198,0.6061414246590027
4018900,Maple,2022,192,0.5267659716979175
4018900,Maple,2021,189,NA
4018900,Maple,2020,186,NA
4018900,Maple,2019,177,0.5283805856412667
4018900,Maple,2018,167,0.3975091307242142
4018900,Maple,2017,160,0.2693389688284789
4018900,Maple,2016,145,0.2863314615518581
4018900,Maple,2015,157,0.3096378918648652
4018960,Marble City,2025,80,NA
4018960,Marble City,2024,78,NA
4018960,Marble City,2023,86,-0.548775840145831
4018960,Marble City,2022,71,-0.2283675919208276
4018960,Marble City,2021,79,NA
4018960,Marble City,2020,109,NA
4018960,Marble City,2019,99,-0.5354022357881189
4018960,Marble City,2018,93,-0.1129970224938611
4018960,Marble City,2017,106,0.0772901854571604
4018960,Marble City,2016,135,-0.1681564420019079
4018960,Marble City,2015,129,-0.2429651416374457
4018990,Marietta,2025,1071,NA
4018990,Marietta,2024,1145,-0.3884188794410449
4018990,Marietta,2023,1127,-0.2386013917790777
4018990,Marietta,2022,1142,-0.4037907128719972
4018990,Marietta,2021,1107,NA
4018990,Marietta,2020,1132,NA
4018990,Marietta,2019,1109,-0.1735946467908448
4018990,Marietta,2018,1111,-0.1292189357862464
4018990,Marietta,2017,1107,-0.2038930421978188
4018990,Marietta,2016,1069,-0.3865938705303549
4018990,Marietta,2015,1053,-0.2709861076641552
4019080,Marlow,2025,1355,NA
4019080,Marlow,2024,1387,0.1693333850023946
4019080,Marlow,2023,1453,0.073625374324729
4019080,Marlow,2022,1432,-0.0643941762503072
4019080,Marlow,2021,1304,NA
4019080,Marlow,2020,1358,NA
4019080,Marlow,2019,1443,0.1253039381956438
4019080,Marlow,2018,1428,0.0486008126726464
4019080,Marlow,2017,1429,0.0478802232278302
4019080,Marlow,2016,1441,0.0840427700505143
4019080,Marlow,2015,1456,0.0225864959989159
4019200,Maryetta,2025,640,NA
4019200,Maryetta,2024,627,-0.3677010688094387
4019200,Maryetta,2023,645,-0.4805665763949997
4019200,Maryetta,2022,659,-0.4346420039579705
4019200,Maryetta,2021,636,NA
4019200,Maryetta,2020,638,NA
4019200,Maryetta,2019,649,-0.2698911514844741
4019200,Maryetta,2018,652,-0.3206322676616753
4019200,Maryetta,2017,657,-0.2650331058516061
4019200,Maryetta,2016,681,-0.078794785420361
4019200,Maryetta,2015,689,-0.1133281576910662
4019260,Mason,2025,235,NA
4019260,Mason,2024,246,-0.6847867509457288
4019260,Mason,2023,255,-0.7621046487297701
4019260,Mason,2022,254,-0.9003121471720433
4019260,Mason,2021,233,NA
4019260,Mason,2020,256,NA
4019260,Mason,2019,258,-0.4214414691631766
4019260,Mason,2018,277,-0.3947271275209546
4019260,Mason,2017,276,-0.5795591641682691
4019260,Mason,2016,294,-0.7513957312380961
4019260,Mason,2015,270,-0.4519142538501348
4019290,Maud,2025,220,NA
4019290,Maud,2024,276,-0.6181559551791379
4019290,Maud,2023,270,-0.8501015321211288
4019290,Maud,2022,265,-0.9210327325468686
4019290,Maud,2021,241,NA
4019290,Maud,2020,269,NA
4019290,Maud,2019,275,-0.4724840306447521
4019290,Maud,2018,331,-0.3564069571670945
4019290,Maud,2017,310,-0.4071621481968324
4019290,Maud,2016,323,-0.3352065503423029
4019290,Maud,2015,325,-0.2086693101827847
4019380,Maysville,2025,281,NA
4019380,Maysville,2024,290,-0.4713176584248058
4019380,Maysville,2023,324,-0.4223448889825096
4019380,Maysville,2022,320,-0.4728969719046929
4019380,Maysville,2021,283,NA
4019380,Maysville,2020,325,NA
4019380,Maysville,2019,310,-0.3764562139217514
4019380,Maysville,2018,315,-0.4523842561699281
4019380,Maysville,2017,352,-0.4709994621051934
4019380,Maysville,2016,351,-0.2631975361644177
4019380,Maysville,2015,376,-0.3025696534357525
4019440,Mcalester,2025,3008,NA
4019440,Mcalester,2024,2991,-0.1061146157299819
4019440,Mcalester,2023,2956,0.011767792767453
4019440,Mcalester,2022,2870,0.0034294448660282
4019440,Mcalester,2021,2900,NA
4019440,Mcalester,2020,3100,NA
4019440,Mcalester,2019,3053,0.0756436232525633
4019440,Mcalester,2018,2995,0.00317392642279
4019440,Mcalester,2017,3087,-0.0563377820276968
4019440,Mcalester,2016,3126,-0.0173339385731113
4019440,Mcalester,2015,3133,0.0108976301954173
4019500,Mccord,2025,294,NA
4019500,Mccord,2024,308,0.2686785824096847
4019500,Mccord,2023,313,0.2455802119081602
4019500,Mccord,2022,298,0.2540237398760394
4019500,Mccord,2021,301,NA
4019500,Mccord,2020,337,NA
4019500,Mccord,2019,329,0.3096713810820748
4019500,Mccord,2018,351,0.3735148751810952
4019500,Mccord,2017,339,0.3248677169695671
4019500,Mccord,2016,285,0.3396559520916122
4019500,Mccord,2015,263,0.2991366337706062
4019410,Mccurtain,2025,240,NA
4019410,Mccurtain,2024,237,-0.4345819241739969
4019410,Mccurtain,2023,237,-0.3761542198137443
4019410,Mccurtain,2022,240,-0.418850974243998
4019410,Mccurtain,2021,225,NA
4019410,Mccurtain,2020,214,NA
4019410,Mccurtain,2019,215,-0.3535129513843285
4019410,Mccurtain,2018,239,-0.2172612273021083
4019410,Mccurtain,2017,243,-0.2899279316890844
4019410,Mccurtain,2016,229,-0.2253302706670803
4019410,Mccurtain,2015,226,-0.1644676101653124
4019560,Mcloud,2025,1551,NA
4019560,Mcloud,2024,1595,-0.4603281493500747
4019560,Mcloud,2023,1667,-0.4105980387056919
4019560,Mcloud,2022,1603,-0.4067322681989201
4019560,Mcloud,2021,1488,NA
4019560,Mcloud,2020,1666,NA
4019560,Mcloud,2019,1788,-0.218144999553084
4019560,Mcloud,2018,1781,-0.2560422739664563
4019560,Mcloud,2017,1841,-0.2124598383717431
4019560,Mcloud,2016,1889,-0.2362279798016238
4019560,Mcloud,2015,1858,-0.1353816963898756
4019620,Medford,2025,324,NA
4019620,Medford,2024,320,0.2821679667847965
4019620,Medford,2023,317,0.0601265047194807
4019620,Medford,2022,312,-0.0975864170377562
4019620,Medford,2021,279,NA
4019620,Medford,2020,282,NA
4019620,Medford,2019,262,0.0219303279180303
4019620,Medford,2018,272,0.0595156276318836
4019620,Medford,2017,279,-0.0436586988079959
4019620,Medford,2016,278,-0.0219832212865023
4019620,Medford,2015,279,-0.044201460628082
4019680,Meeker,2025,774,NA
4019680,Meeker,2024,734,-0.2446889274707563
4019680,Meeker,2023,713,-0.2387167261044975
4019680,Meeker,2022,696,-0.2663920072316658
4019680,Meeker,2021,660,NA
4019680,Meeker,2020,770,NA
4019680,Meeker,2019,787,0.0849966429973185
4019680,Meeker,2018,848,0.2191684507084322
4019680,Meeker,2017,874,-0.0965945814240235
4019680,Meeker,2016,855,-0.0459854971059702
4019680,Meeker,2015,848,-0.131564648392143
4000084,Meridian Tech. Ctr.,2025,NA,NA
4000084,Meridian Tech. Ctr.,2024,NA,NA
4000084,Meridian Tech. Ctr.,2023,NA,NA
4000084,Meridian Tech. Ctr.,2022,NA,NA
4000084,Meridian Tech. Ctr.,2021,NA,NA
4000084,Meridian Tech. Ctr.,2020,NA,NA
4000084,Meridian Tech. Ctr.,2019,NA,NA
4000084,Meridian Tech. Ctr.,2018,NA,NA
4000084,Meridian Tech. Ctr.,2017,NA,NA
4000084,Meridian Tech. Ctr.,2016,NA,NA
4000084,Meridian Tech. Ctr.,2015,NA,NA
4019800,Merritt,2025,786,NA
4019800,Merritt,2024,820,0.2076913365786812
4019800,Merritt,2023,821,0.2509107660291311
4019800,Merritt,2022,851,0.1735769688708423
4019800,Merritt,2021,836,NA
4019800,Merritt,2020,814,NA
4019800,Merritt,2019,815,0.1561967321802059
4019800,Merritt,2018,807,0.1706294596373124
4019800,Merritt,2017,797,0.1142946236117189
4019800,Merritt,2016,789,0.0821759578572353
4019800,Merritt,2015,793,0.0453725834063397
4000079,Metro Tech. Ctr.,2025,NA,NA
4000079,Metro Tech. Ctr.,2024,NA,NA
4000079,Metro Tech. Ctr.,2023,NA,NA
4000079,Metro Tech. Ctr.,2022,NA,NA
4000079,Metro Tech. Ctr.,2021,NA,NA
4000079,Metro Tech. Ctr.,2020,NA,NA
4000079,Metro Tech. Ctr.,2019,NA,NA
4000079,Metro Tech. Ctr.,2018,NA,NA
4000079,Metro Tech. Ctr.,2017,NA,NA
4000079,Metro Tech. Ctr.,2016,NA,NA
4000079,Metro Tech. Ctr.,2015,NA,NA
4019860,Miami,2025,1997,NA
4019860,Miami,2024,2129,-0.3479509003493134
4019860,Miami,2023,2201,-0.3506541938130955
4019860,Miami,2022,2194,-0.4211116264343062
4019860,Miami,2021,2109,NA
4019860,Miami,2020,2185,NA
4019860,Miami,2019,2217,-0.1650524555764439
4019860,Miami,2018,2180,-0.2525122023622655
4019860,Miami,2017,2297,-0.1990081903897708
4019860,Miami,2016,2387,-0.1759055837559879
4019860,Miami,2015,2526,-0.1106623970188052
4000073,Mid-America Tech. Ctr.,2025,NA,NA
4000073,Mid-America Tech. Ctr.,2024,NA,NA
4000073,Mid-America Tech. Ctr.,2023,NA,NA
4000073,Mid-America Tech. Ctr.,2022,NA,NA
4000073,Mid-America Tech. Ctr.,2021,NA,NA
4000073,Mid-America Tech. Ctr.,2020,NA,NA
4000073,Mid-America Tech. Ctr.,2019,NA,NA
4000073,Mid-America Tech. Ctr.,2018,NA,NA
4000073,Mid-America Tech. Ctr.,2017,NA,NA
4000073,Mid-America Tech. Ctr.,2016,NA,NA
4000073,Mid-America Tech. Ctr.,2015,NA,NA
4000081,Mid-Del Tech. Ctr.,2025,NA,NA
4000081,Mid-Del Tech. Ctr.,2024,NA,NA
4000081,Mid-Del Tech. Ctr.,2023,NA,NA
4000081,Mid-Del Tech. Ctr.,2022,NA,NA
4000081,Mid-Del Tech. Ctr.,2021,NA,NA
4000081,Mid-Del Tech. Ctr.,2020,NA,NA
4000081,Mid-Del Tech. Ctr.,2019,NA,NA
4000081,Mid-Del Tech. Ctr.,2018,NA,NA
4000081,Mid-Del Tech. Ctr.,2017,NA,NA
4000081,Mid-Del Tech. Ctr.,2016,NA,NA
4000081,Mid-Del Tech. Ctr.,2015,NA,NA
4019890,Middleberg,2025,309,NA
4019890,Middleberg,2024,296,0.2155469747205905
4019890,Middleberg,2023,261,0.2006004285419255
4019890,Middleberg,2022,223,0.1591469642118578
4019890,Middleberg,2021,203,NA
4019890,Middleberg,2020,210,NA
4019890,Middleberg,2019,205,0.2186841207795165
4019890,Middleberg,2018,208,0.2346637126206004
4019890,Middleberg,2017,221,0.1809157138615211
4019890,Middleberg,2016,202,0.1665993969888408
4019890,Middleberg,2015,204,0.0576536018425292
4014670,Midway,2025,204,NA
4014670,Midway,2024,218,-0.968958713441652
4014670,Midway,2023,222,-0.7337732930883922
4014670,Midway,2022,239,-0.8511501548275924
4014670,Midway,2021,216,NA
4014670,Midway,2020,224,NA
4014670,Midway,2019,212,-0.4083408007747398
4014670,Midway,2018,223,-0.1718083663434525
4014670,Midway,2017,240,-0.2697353368272487
4014670,Midway,2016,235,-0.218511590245581
4014670,Midway,2015,222,0.2597448189970689
4019950,Midwest City-Del City,2025,12087,NA
4019950,Midwest City-Del City,2024,12380,-0.7840584462940338
4019950,Midwest City-Del City,2023,12584,-0.7590443251278984
4019950,Midwest City-Del City,2022,12436,-0.6953164834116593
4019950,Midwest City-Del City,2021,11044,NA
4019950,Midwest City-Del City,2020,14207,NA
4019950,Midwest City-Del City,2019,14097,-0.4022226415878011
4019950,Midwest City-Del City,2018,14334,-0.2897723589625537
4019950,Midwest City-Del City,2017,14302,-0.2299807993619618
4019950,Midwest City-Del City,2016,14574,-0.1782591732000033
4019950,Midwest City-Del City,2015,14741,-0.0893282156957871
4019980,Milburn,2025,196,NA
4019980,Milburn,2024,201,-0.4496898970907226
4019980,Milburn,2023,190,-0.4076518060485778
4019980,Milburn,2022,205,-0.6840989427487786
4019980,Milburn,2021,196,NA
4019980,Milburn,2020,195,NA
4019980,Milburn,2019,204,-0.3908579573024577
4019980,Milburn,2018,222,-0.4118365079142721
4019980,Milburn,2017,203,-0.3764316379357566
4019980,Milburn,2016,209,-0.3261464628358659
4019980,Milburn,2015,189,-0.2833433711380997
4020040,Mill Creek,2025,200,NA
4020040,Mill Creek,2024,189,-0.6581497074892915
4020040,Mill Creek,2023,201,-0.5353848446518752
4020040,Mill Creek,2022,190,-0.5182091114509217
4020040,Mill Creek,2021,159,NA
4020040,Mill Creek,2020,172,NA
4020040,Mill Creek,2019,163,-0.5702009127347827
4020040,Mill Creek,2018,171,-0.5857012004975792
4020040,Mill Creek,2017,166,-0.8248709593545462
4020040,Mill Creek,2016,171,-0.5796514777550705
4020040,Mill Creek,2015,161,-0.7974371197835596
4020080,Millwood,2025,1038,NA
4020080,Millwood,2024,1094,-0.8385526283581086
4020080,Millwood,2023,1108,-0.8589520705986544
4020080,Millwood,2022,1026,-0.9104597641492396
4020080,Millwood,2021,905,NA
4020080,Millwood,2020,957,NA
4020080,Millwood,2019,981,-0.8238467339370689
4020080,Millwood,2018,876,-0.7230210813841447
4020080,Millwood,2017,899,-0.7159369123687113
4020080,Millwood,2016,926,-0.6686208443722402
4020080,Millwood,2015,971,-0.5387811934939775
4020100,Minco,2025,625,NA
4020100,Minco,2024,593,-0.1547714938993828
4020100,Minco,2023,563,-0.0584016994999754
4020100,Minco,2022,545,-0.0855448168812629
4020100,Minco,2021,523,NA
4020100,Minco,2020,548,NA
4020100,Minco,2019,562,0.0112616562455036
4020100,Minco,2018,610,0.0223285152519397
4020100,Minco,2017,577,-0.0863876258598492
4020100,Minco,2016,554,0.036797701120541
4020100,Minco,2015,571,0.0098534858214111
4020160,Moffett,2025,319,NA
4020160,Moffett,2024,350,-0.1543202313713087
4020160,Moffett,2023,350,-0.0772398346747304
4020160,Moffett,2022,367,-0.1354065912124082
4020160,Moffett,2021,351,NA
4020160,Moffett,2020,355,NA
4020160,Moffett,2019,346,0.0993231156427221
4020160,Moffett,2018,369,0.0453881826101526
4020160,Moffett,2017,368,0.3092742874883844
4020160,Moffett,2016,382,0.1817633537793078
4020160,Moffett,2015,389,0.1529043745966527
4020190,Monroe,2025,99,NA
4020190,Monroe,2024,88,NA
4020190,Monroe,2023,115,-0.2023195764621928
4020190,Monroe,2022,107,-0.3372858508982595
4020190,Monroe,2021,120,NA
4020190,Monroe,2020,127,NA
4020190,Monroe,2019,99,-0.2190849564903133
4020190,Monroe,2018,106,-0.1814995814244416
4020190,Monroe,2017,118,-0.190406156155664
4020190,Monroe,2016,115,-0.2458390903154496
4020190,Monroe,2015,101,-0.3561014619231478
4020250,Moore,2025,23567,NA
4020250,Moore,2024,24174,-0.0541523206046853
4020250,Moore,2023,24632,-0.0592501739370911
4020250,Moore,2022,24515,-0.0261753020958659
4020250,Moore,2021,23390,NA
4020250,Moore,2020,24961,NA
4020250,Moore,2019,24638,0.1385539796433849
4020250,Moore,2018,24687,0.1394685196496754
4020250,Moore,2017,24355,0.1820830093098731
4020250,Moore,2016,23890,0.2291407409126087
4020250,Moore,2015,23559,0.2549632252704709
4000056,Moore Norman Tech. Ctr.,2025,NA,NA
4000056,Moore Norman Tech. Ctr.,2024,NA,NA
4000056,Moore Norman Tech. Ctr.,2023,NA,NA
4000056,Moore Norman Tech. Ctr.,2022,NA,NA
4000056,Moore Norman Tech. Ctr.,2021,NA,NA
4000056,Moore Norman Tech. Ctr.,2020,NA,NA
4000056,Moore Norman Tech. Ctr.,2019,NA,NA
4000056,Moore Norman Tech. Ctr.,2018,NA,NA
4000056,Moore Norman Tech. Ctr.,2017,NA,NA
4000056,Moore Norman Tech. Ctr.,2016,NA,NA
4000056,Moore Norman Tech. Ctr.,2015,NA,NA
4020280,Mooreland,2025,545,NA
4020280,Mooreland,2024,570,-0.3126230683923475
4020280,Mooreland,2023,586,-0.2790288241421013
4020280,Mooreland,2022,602,-0.1832148192380777
4020280,Mooreland,2021,561,NA
4020280,Mooreland,2020,560,NA
4020280,Mooreland,2019,528,-0.0160203100112334
4020280,Mooreland,2018,540,-0.0277749182159771
4020280,Mooreland,2017,541,-0.0634183296323573
4020280,Mooreland,2016,540,-0.0031897727902875
4020280,Mooreland,2015,515,-0.0377182907713176
4020310,Morris,2025,895,NA
4020310,Morris,2024,933,-0.1245801905173271
4020310,Morris,2023,945,-0.2454730622724494
4020310,Morris,2022,983,-0.154676502090483
4020310,Morris,2021,953,NA
4020310,Morris,2020,998,NA
4020310,Morris,2019,1001,0.0324653532153845
4020310,Morris,2018,1027,-0.0031032716525517
4020310,Morris,2017,1082,0.0154431323631584
4020310,Morris,2016,1084,0.1212743107568377
4020310,Morris,2015,1087,0.0531612965312012
4020340,Morrison,2025,617,NA
4020340,Morrison,2024,622,0.5123156310409801
4020340,Morrison,2023,603,0.5155381708733264
4020340,Morrison,2022,589,0.3282988208276445
4020340,Morrison,2021,582,NA
4020340,Morrison,2020,585,NA
4020340,Morrison,2019,597,0.038668205537457
4020340,Morrison,2018,620,0.0061503193238759
4020340,Morrison,2017,599,0.0497564650452135
4020340,Morrison,2016,571,0.1277275285986414
4020340,Morrison,2015,535,-0.0537262962184829
4020430,Moseley,2025,183,NA
4020430,Moseley,2024,179,-0.5522885457334433
4020430,Moseley,2023,172,-0.623700806032043
4020430,Moseley,2022,165,-0.6834404851715803
4020430,Moseley,2021,161,NA
4020430,Moseley,2020,162,NA
4020430,Moseley,2019,174,-0.3077631644289347
4020430,Moseley,2018,238,-0.2731822454518631
4020430,Moseley,2017,205,-0.3588170223452555
4020430,Moseley,2016,244,-0.326807451666148
4020430,Moseley,2015,226,-0.1871390065802785
4020460,Moss,2025,245,NA
4020460,Moss,2024,243,-0.1890844328618217
4020460,Moss,2023,256,-0.2874963452164506
4020460,Moss,2022,251,-0.3658755930664625
4020460,Moss,2021,262,NA
4020460,Moss,2020,265,NA
4020460,Moss,2019,273,-0.3169948576842684
4020460,Moss,2018,289,-0.3569191539479498
4020460,Moss,2017,273,-0.2315126462124729
4020460,Moss,2016,280,0.1867934689746899
4020460,Moss,2015,292,-0.0288600096365591
4020550,Mounds,2025,510,NA
4020550,Mounds,2024,542,-0.6355246936530425
4020550,Mounds,2023,596,-0.7156919107096777
4020550,Mounds,2022,598,-0.63231742761121
4020550,Mounds,2021,576,NA
4020550,Mounds,2020,579,NA
4020550,Mounds,2019,592,-0.2522514945231266
4020550,Mounds,2018,609,-0.252475322960089
4020550,Mounds,2017,572,-0.3375012044333237
4020550,Mounds,2016,587,-0.1902692731818229
4020550,Mounds,2015,585,-0.2090972901654158
4029886,Mountain View-Gotebo,2025,258,NA
