district_name,fips_full,year,enrollment,locale
(Ilc) Atoka-Coal Counties,4000760,2025,NA,NA
(Ilc) Atoka-Coal Counties,4000760,2024,NA,NA
(Ilc) Atoka-Coal Counties,4000760,2023,NA,NA
(Ilc) Atoka-Coal Counties,4000760,2022,NA,NA
(Ilc) Atoka-Coal Counties,4000760,2021,NA,NA
(Ilc) Atoka-Coal Counties,4000760,2020,NA,NA
(Ilc) Atoka-Coal Counties,4000760,2019,NA,NA
(Ilc) Atoka-Coal Counties,4000760,2018,NA,NA
(Ilc) Atoka-Coal Counties,4000760,2017,NA,NA
(Ilc) Atoka-Coal Counties,4000760,2016,NA,43-Rural: Remote
(Ilc) Atoka-Coal Counties,4000760,2015,NA,43-Rural: Remote
(Ilc) Atoka-Coal Counties,4000760,2014,NA,43-Rural: Remote
(Ilc) Atoka-Coal Counties,4000028,2025,NA,NA
(Ilc) Atoka-Coal Counties,4000028,2024,NA,NA
(Ilc) Atoka-Coal Counties,4000028,2023,NA,NA
(Ilc) Atoka-Coal Counties,4000028,2022,NA,NA
(Ilc) Atoka-Coal Counties,4000028,2021,NA,NA
(Ilc) Atoka-Coal Counties,4000028,2020,NA,NA
(Ilc) Atoka-Coal Counties,4000028,2019,NA,NA
(Ilc) Atoka-Coal Counties,4000028,2018,NA,NA
(Ilc) Atoka-Coal Counties,4000028,2017,NA,NA
(Ilc) Atoka-Coal Counties,4000028,2016,NA,NA
(Ilc) Atoka-Coal Counties,4000028,2015,NA,NA
(Ilc) Atoka-Coal Counties,4000028,2014,NA,NA
(Ilc) Five-Star,4000044,2025,NA,NA
(Ilc) Five-Star,4000044,2024,NA,NA
(Ilc) Five-Star,4000044,2023,NA,NA
(Ilc) Five-Star,4000044,2022,NA,NA
(Ilc) Five-Star,4000044,2021,NA,NA
(Ilc) Five-Star,4000044,2020,NA,NA
(Ilc) Five-Star,4000044,2019,NA,NA
(Ilc) Five-Star,4000044,2018,NA,NA
(Ilc) Five-Star,4000044,2017,NA,NA
(Ilc) Five-Star,4000044,2016,NA,NA
(Ilc) Five-Star,4000044,2015,NA,NA
(Ilc) Five-Star,4000044,2014,NA,NA
(Ilc) Mccurtain County/Mccare,4000023,2025,NA,NA
(Ilc) Mccurtain County/Mccare,4000023,2024,NA,NA
(Ilc) Mccurtain County/Mccare,4000023,2023,NA,NA
(Ilc) Mccurtain County/Mccare,4000023,2022,NA,NA
(Ilc) Mccurtain County/Mccare,4000023,2021,NA,NA
(Ilc) Mccurtain County/Mccare,4000023,2020,NA,NA
(Ilc) Mccurtain County/Mccare,4000023,2019,NA,NA
(Ilc) Mccurtain County/Mccare,4000023,2018,NA,NA
(Ilc) Mccurtain County/Mccare,4000023,2017,NA,NA
(Ilc) Mccurtain County/Mccare,4000023,2016,NA,NA
(Ilc) Mccurtain County/Mccare,4000023,2015,NA,NA
(Ilc) Mccurtain County/Mccare,4000023,2014,NA,NA
(Ilc) Osage County,4000025,2025,NA,NA
(Ilc) Osage County,4000025,2024,NA,NA
(Ilc) Osage County,4000025,2023,NA,NA
(Ilc) Osage County,4000025,2022,NA,NA
(Ilc) Osage County,4000025,2021,NA,NA
(Ilc) Osage County,4000025,2020,NA,NA
(Ilc) Osage County,4000025,2019,NA,NA
(Ilc) Osage County,4000025,2018,NA,NA
(Ilc) Osage County,4000025,2017,NA,NA
(Ilc) Osage County,4000025,2016,NA,NA
(Ilc) Osage County,4000025,2015,NA,NA
(Ilc) Osage County,4000025,2014,NA,NA
(Ilc) Seminole County,4000026,2025,NA,NA
(Ilc) Seminole County,4000026,2024,NA,NA
(Ilc) Seminole County,4000026,2023,NA,NA
(Ilc) Seminole County,4000026,2022,NA,NA
(Ilc) Seminole County,4000026,2021,NA,NA
(Ilc) Seminole County,4000026,2020,NA,NA
(Ilc) Seminole County,4000026,2019,NA,NA
(Ilc) Seminole County,4000026,2018,NA,NA
(Ilc) Seminole County,4000026,2017,NA,NA
(Ilc) Seminole County,4000026,2016,NA,NA
(Ilc) Seminole County,4000026,2015,NA,NA
(Ilc) Seminole County,4000026,2014,NA,NA
(Ilc) Tri-County,4000027,2025,NA,NA
(Ilc) Tri-County,4000027,2024,NA,NA
(Ilc) Tri-County,4000027,2023,NA,NA
(Ilc) Tri-County,4000027,2022,NA,NA
(Ilc) Tri-County,4000027,2021,NA,NA
(Ilc) Tri-County,4000027,2020,NA,NA
(Ilc) Tri-County,4000027,2019,NA,NA
(Ilc) Tri-County,4000027,2018,NA,NA
(Ilc) Tri-County,4000027,2017,NA,NA
(Ilc) Tri-County,4000027,2016,NA,NA
(Ilc) Tri-County,4000027,2015,NA,NA
(Ilc) Tri-County,4000027,2014,NA,NA
Able Charter Able Learning,4000790,2025,NA,NA
Able Charter Able Learning,4000790,2024,NA,NA
Able Charter Able Learning,4000790,2023,NA,NA
Able Charter Able Learning,4000790,2022,NA,NA
Able Charter Able Learning,4000790,2021,NA,NA
Able Charter Able Learning,4000790,2020,NA,NA
Able Charter Able Learning,4000790,2019,NA,NA
Able Charter Able Learning,4000790,2018,NA,NA
Able Charter Able Learning,4000790,2017,59,11-City: Large
Able Charter Able Learning,4000790,2016,55,11-City: Large
Able Charter Able Learning,4000790,2015,NA,NA
Able Charter Able Learning,4000790,2014,NA,NA
Academy Of Seminole (Charter),4000803,2025,416,32-Town: Distant
Academy Of Seminole (Charter),4000803,2024,222,32-Town: Distant
Academy Of Seminole (Charter),4000803,2023,274,32-Town: Distant
Academy Of Seminole (Charter),4000803,2022,280,32-Town: Distant
Academy Of Seminole (Charter),4000803,2021,295,32-Town: Distant
Academy Of Seminole (Charter),4000803,2020,283,32-Town: Distant
Academy Of Seminole (Charter),4000803,2019,29,22-Suburb: Mid-size
Academy Of Seminole (Charter),4000803,2018,NA,NA
Academy Of Seminole (Charter),4000803,2017,NA,NA
Academy Of Seminole (Charter),4000803,2016,NA,NA
Academy Of Seminole (Charter),4000803,2015,NA,NA
Academy Of Seminole (Charter),4000803,2014,NA,NA
Achille,4002370,2025,285,42-Rural: Distant
Achille,4002370,2024,300,42-Rural: Distant
Achille,4002370,2023,309,42-Rural: Distant
Achille,4002370,2022,306,42-Rural: Distant
Achille,4002370,2021,311,42-Rural: Distant
Achille,4002370,2020,339,42-Rural: Distant
Achille,4002370,2019,321,42-Rural: Distant
Achille,4002370,2018,360,42-Rural: Distant
Achille,4002370,2017,346,42-Rural: Distant
Achille,4002370,2016,324,42-Rural: Distant
Achille,4002370,2015,314,42-Rural: Distant
Achille,4002370,2014,302,42-Rural: Distant
Ada,4002430,2025,2696,33-Town: Remote
Ada,4002430,2024,2660,33-Town: Remote
Ada,4002430,2023,2657,33-Town: Remote
Ada,4002430,2022,2496,33-Town: Remote
Ada,4002430,2021,2423,33-Town: Remote
Ada,4002430,2020,2564,33-Town: Remote
Ada,4002430,2019,2551,33-Town: Remote
Ada,4002430,2018,2614,33-Town: Remote
Ada,4002430,2017,2637,33-Town: Remote
Ada,4002430,2016,2688,33-Town: Remote
Ada,4002430,2015,2739,33-Town: Remote
Ada,4002430,2014,2686,33-Town: Remote
Adair,4002460,2025,988,42-Rural: Distant
Adair,4002460,2024,1042,42-Rural: Distant
Adair,4002460,2023,1041,42-Rural: Distant
Adair,4002460,2022,1060,42-Rural: Distant
Adair,4002460,2021,988,42-Rural: Distant
Adair,4002460,2020,1069,42-Rural: Distant
Adair,4002460,2019,1066,42-Rural: Distant
Adair,4002460,2018,1071,42-Rural: Distant
Adair,4002460,2017,1073,42-Rural: Distant
Adair,4002460,2016,1036,42-Rural: Distant
Adair,4002460,2015,1051,42-Rural: Distant
Adair,4002460,2014,1046,42-Rural: Distant
Afton,4002520,2025,407,42-Rural: Distant
Afton,4002520,2024,449,42-Rural: Distant
Afton,4002520,2023,477,42-Rural: Distant
Afton,4002520,2022,459,42-Rural: Distant
Afton,4002520,2021,458,42-Rural: Distant
Afton,4002520,2020,478,42-Rural: Distant
Afton,4002520,2019,516,42-Rural: Distant
Afton,4002520,2018,558,42-Rural: Distant
Afton,4002520,2017,534,42-Rural: Distant
Afton,4002520,2016,555,42-Rural: Distant
Afton,4002520,2015,565,42-Rural: Distant
Afton,4002520,2014,534,42-Rural: Distant
Agra,4002550,2025,305,42-Rural: Distant
Agra,4002550,2024,289,42-Rural: Distant
Agra,4002550,2023,325,42-Rural: Distant
Agra,4002550,2022,325,42-Rural: Distant
Agra,4002550,2021,321,42-Rural: Distant
Agra,4002550,2020,296,42-Rural: Distant
Agra,4002550,2019,314,42-Rural: Distant
Agra,4002550,2018,328,42-Rural: Distant
Agra,4002550,2017,335,42-Rural: Distant
Agra,4002550,2016,331,42-Rural: Distant
Agra,4002550,2015,424,42-Rural: Distant
Agra,4002550,2014,430,42-Rural: Distant
Albion,4002580,2025,26,43-Rural: Remote
Albion,4002580,2024,39,43-Rural: Remote
Albion,4002580,2023,46,43-Rural: Remote
Albion,4002580,2022,48,43-Rural: Remote
Albion,4002580,2021,61,43-Rural: Remote
Albion,4002580,2020,61,43-Rural: Remote
Albion,4002580,2019,45,43-Rural: Remote
Albion,4002580,2018,63,43-Rural: Remote
Albion,4002580,2017,50,43-Rural: Remote
Albion,4002580,2016,73,43-Rural: Remote
Albion,4002580,2015,78,43-Rural: Remote
Albion,4002580,2014,80,43-Rural: Remote
Alex,4002670,2025,320,42-Rural: Distant
Alex,4002670,2024,301,42-Rural: Distant
Alex,4002670,2023,304,42-Rural: Distant
Alex,4002670,2022,291,42-Rural: Distant
Alex,4002670,2021,288,42-Rural: Distant
Alex,4002670,2020,318,42-Rural: Distant
Alex,4002670,2019,325,42-Rural: Distant
Alex,4002670,2018,315,42-Rural: Distant
Alex,4002670,2017,331,42-Rural: Distant
Alex,4002670,2016,319,42-Rural: Distant
Alex,4002670,2015,309,42-Rural: Distant
Alex,4002670,2014,318,42-Rural: Distant
Alexis Rainbow (Charter),4000756,2025,NA,NA
Alexis Rainbow (Charter),4000756,2024,NA,NA
Alexis Rainbow (Charter),4000756,2023,NA,NA
Alexis Rainbow (Charter),4000756,2022,NA,NA
Alexis Rainbow (Charter),4000756,2021,NA,NA
Alexis Rainbow (Charter),4000756,2020,NA,NA
Alexis Rainbow (Charter),4000756,2019,NA,NA
Alexis Rainbow (Charter),4000756,2018,NA,NA
Alexis Rainbow (Charter),4000756,2017,NA,NA
Alexis Rainbow (Charter),4000756,2016,NA,11-City: Large
Alexis Rainbow (Charter),4000756,2015,68,11-City: Large
Alexis Rainbow (Charter),4000756,2014,46,11-City: Large
Aline-Cleo,4002720,2025,110,43-Rural: Remote
Aline-Cleo,4002720,2024,115,43-Rural: Remote
Aline-Cleo,4002720,2023,106,43-Rural: Remote
Aline-Cleo,4002720,2022,126,43-Rural: Remote
Aline-Cleo,4002720,2021,114,43-Rural: Remote
Aline-Cleo,4002720,2020,128,43-Rural: Remote
Aline-Cleo,4002720,2019,130,43-Rural: Remote
Aline-Cleo,4002720,2018,143,43-Rural: Remote
Aline-Cleo,4002720,2017,152,43-Rural: Remote
Aline-Cleo,4002720,2016,154,43-Rural: Remote
Aline-Cleo,4002720,2015,155,43-Rural: Remote
Aline-Cleo,4002720,2014,155,43-Rural: Remote
Allen,4002760,2025,462,43-Rural: Remote
Allen,4002760,2024,440,43-Rural: Remote
Allen,4002760,2023,449,43-Rural: Remote
Allen,4002760,2022,473,43-Rural: Remote
Allen,4002760,2021,464,43-Rural: Remote
Allen,4002760,2020,500,43-Rural: Remote
Allen,4002760,2019,531,43-Rural: Remote
Allen,4002760,2018,516,43-Rural: Remote
Allen,4002760,2017,526,43-Rural: Remote
Allen,4002760,2016,501,43-Rural: Remote
Allen,4002760,2015,507,43-Rural: Remote
Allen,4002760,2014,474,43-Rural: Remote
Allen-Bowden,4002790,2025,294,41-Rural: Fringe
Allen-Bowden,4002790,2024,295,41-Rural: Fringe
Allen-Bowden,4002790,2023,277,41-Rural: Fringe
Allen-Bowden,4002790,2022,275,41-Rural: Fringe
Allen-Bowden,4002790,2021,259,41-Rural: Fringe
Allen-Bowden,4002790,2020,325,41-Rural: Fringe
Allen-Bowden,4002790,2019,330,41-Rural: Fringe
Allen-Bowden,4002790,2018,333,41-Rural: Fringe
Allen-Bowden,4002790,2017,351,41-Rural: Fringe
Allen-Bowden,4002790,2016,403,41-Rural: Fringe
Allen-Bowden,4002790,2015,382,41-Rural: Fringe
Allen-Bowden,4002790,2014,384,41-Rural: Fringe
Altus,4002850,2025,3593,33-Town: Remote
Altus,4002850,2024,3589,33-Town: Remote
Altus,4002850,2023,3527,33-Town: Remote
Altus,4002850,2022,3478,33-Town: Remote
Altus,4002850,2021,3294,33-Town: Remote
Altus,4002850,2020,3366,33-Town: Remote
Altus,4002850,2019,3345,33-Town: Remote
Altus,4002850,2018,3399,33-Town: Remote
Altus,4002850,2017,3475,33-Town: Remote
Altus,4002850,2016,3549,33-Town: Remote
Altus,4002850,2015,3586,33-Town: Remote
Altus,4002850,2014,3785,33-Town: Remote
Alva,4002880,2025,1054,33-Town: Remote
Alva,4002880,2024,1033,33-Town: Remote
Alva,4002880,2023,1039,33-Town: Remote
Alva,4002880,2022,1041,33-Town: Remote
Alva,4002880,2021,1033,33-Town: Remote
Alva,4002880,2020,1031,33-Town: Remote
Alva,4002880,2019,1044,33-Town: Remote
Alva,4002880,2018,1049,33-Town: Remote
Alva,4002880,2017,1013,33-Town: Remote
Alva,4002880,2016,1019,33-Town: Remote
Alva,4002880,2015,1039,33-Town: Remote
Alva,4002880,2014,1024,33-Town: Remote
Amber-Pocasset,4002910,2025,412,42-Rural: Distant
Amber-Pocasset,4002910,2024,404,42-Rural: Distant
Amber-Pocasset,4002910,2023,415,42-Rural: Distant
Amber-Pocasset,4002910,2022,431,42-Rural: Distant
Amber-Pocasset,4002910,2021,446,42-Rural: Distant
Amber-Pocasset,4002910,2020,496,42-Rural: Distant
Amber-Pocasset,4002910,2019,510,42-Rural: Distant
Amber-Pocasset,4002910,2018,509,42-Rural: Distant
Amber-Pocasset,4002910,2017,483,42-Rural: Distant
Amber-Pocasset,4002910,2016,477,42-Rural: Distant
Amber-Pocasset,4002910,2015,477,42-Rural: Distant
Amber-Pocasset,4002910,2014,510,42-Rural: Distant
Anadarko,4003000,2025,1309,32-Town: Distant
Anadarko,4003000,2024,1362,32-Town: Distant
Anadarko,4003000,2023,1427,32-Town: Distant
Anadarko,4003000,2022,1450,32-Town: Distant
Anadarko,4003000,2021,1495,32-Town: Distant
Anadarko,4003000,2020,1600,32-Town: Distant
Anadarko,4003000,2019,1617,32-Town: Distant
Anadarko,4003000,2018,1684,32-Town: Distant
Anadarko,4003000,2017,1786,32-Town: Distant
Anadarko,4003000,2016,1882,32-Town: Distant
Anadarko,4003000,2015,1932,32-Town: Distant
Anadarko,4003000,2014,1929,32-Town: Distant
Anderson,4003010,2025,280,41-Rural: Fringe
Anderson,4003010,2024,272,41-Rural: Fringe
Anderson,4003010,2023,268,41-Rural: Fringe
Anderson,4003010,2022,234,41-Rural: Fringe
Anderson,4003010,2021,203,41-Rural: Fringe
Anderson,4003010,2020,353,41-Rural: Fringe
Anderson,4003010,2019,324,41-Rural: Fringe
Anderson,4003010,2018,288,41-Rural: Fringe
Anderson,4003010,2017,285,41-Rural: Fringe
Anderson,4003010,2016,282,41-Rural: Fringe
Anderson,4003010,2015,271,41-Rural: Fringe
Anderson,4003010,2014,293,41-Rural: Fringe
Antlers,4003060,2025,966,43-Rural: Remote
Antlers,4003060,2024,959,43-Rural: Remote
Antlers,4003060,2023,965,43-Rural: Remote
Antlers,4003060,2022,938,43-Rural: Remote
Antlers,4003060,2021,906,43-Rural: Remote
Antlers,4003060,2020,965,43-Rural: Remote
Antlers,4003060,2019,1021,43-Rural: Remote
Antlers,4003060,2018,1011,43-Rural: Remote
Antlers,4003060,2017,1025,43-Rural: Remote
Antlers,4003060,2016,1024,43-Rural: Remote
Antlers,4003060,2015,1025,43-Rural: Remote
Antlers,4003060,2014,1003,43-Rural: Remote
Arapaho-Butler,4003120,2025,468,42-Rural: Distant
Arapaho-Butler,4003120,2024,485,42-Rural: Distant
Arapaho-Butler,4003120,2023,474,42-Rural: Distant
Arapaho-Butler,4003120,2022,484,42-Rural: Distant
Arapaho-Butler,4003120,2021,474,42-Rural: Distant
Arapaho-Butler,4003120,2020,480,42-Rural: Distant
Arapaho-Butler,4003120,2019,464,42-Rural: Distant
Arapaho-Butler,4003120,2018,472,42-Rural: Distant
Arapaho-Butler,4003120,2017,456,42-Rural: Distant
Arapaho-Butler,4003120,2016,434,42-Rural: Distant
Arapaho-Butler,4003120,2015,400,42-Rural: Distant
Arapaho-Butler,4003120,2014,391,42-Rural: Distant
Ardmore,4003180,2025,2546,33-Town: Remote
Ardmore,4003180,2024,2617,33-Town: Remote
Ardmore,4003180,2023,2591,33-Town: Remote
Ardmore,4003180,2022,2639,33-Town: Remote
Ardmore,4003180,2021,2693,33-Town: Remote
Ardmore,4003180,2020,2858,33-Town: Remote
Ardmore,4003180,2019,2840,33-Town: Remote
Ardmore,4003180,2018,2847,33-Town: Remote
Ardmore,4003180,2017,2965,33-Town: Remote
Ardmore,4003180,2016,3054,33-Town: Remote
Ardmore,4003180,2015,3146,33-Town: Remote
Ardmore,4003180,2014,3178,33-Town: Remote
Arkoma,4003210,2025,346,22-Suburb: Mid-size
Arkoma,4003210,2024,373,22-Suburb: Mid-size
Arkoma,4003210,2023,373,22-Suburb: Mid-size
Arkoma,4003210,2022,380,22-Suburb: Mid-size
Arkoma,4003210,2021,401,22-Suburb: Mid-size
Arkoma,4003210,2020,383,22-Suburb: Mid-size
Arkoma,4003210,2019,406,22-Suburb: Mid-size
Arkoma,4003210,2018,403,22-Suburb: Mid-size
Arkoma,4003210,2017,422,22-Suburb: Mid-size
Arkoma,4003210,2016,398,22-Suburb: Mid-size
Arkoma,4003210,2015,423,22-Suburb: Mid-size
Arkoma,4003210,2014,414,22-Suburb: Mid-size
Arnett,4003240,2025,187,43-Rural: Remote
Arnett,4003240,2024,156,43-Rural: Remote
Arnett,4003240,2023,162,43-Rural: Remote
Arnett,4003240,2022,154,43-Rural: Remote
Arnett,4003240,2021,167,43-Rural: Remote
Arnett,4003240,2020,171,43-Rural: Remote
Arnett,4003240,2019,173,43-Rural: Remote
Arnett,4003240,2018,177,43-Rural: Remote
Arnett,4003240,2017,200,43-Rural: Remote
Arnett,4003240,2016,212,43-Rural: Remote
Arnett,4003240,2015,209,43-Rural: Remote
Arnett,4003240,2014,203,43-Rural: Remote
Asher,4003300,2025,272,43-Rural: Remote
Asher,4003300,2024,279,43-Rural: Remote
Asher,4003300,2023,278,43-Rural: Remote
Asher,4003300,2022,259,43-Rural: Remote
Asher,4003300,2021,249,43-Rural: Remote
Asher,4003300,2020,281,43-Rural: Remote
Asher,4003300,2019,285,43-Rural: Remote
Asher,4003300,2018,307,43-Rural: Remote
Asher,4003300,2017,284,43-Rural: Remote
Asher,4003300,2016,257,43-Rural: Remote
Asher,4003300,2015,274,43-Rural: Remote
Asher,4003300,2014,267,43-Rural: Remote
Astec Charter School,4000783,2025,1427,11-City: Large
Astec Charter School,4000783,2024,1254,11-City: Large
Astec Charter School,4000783,2023,1166,11-City: Large
Astec Charter School,4000783,2022,1255,11-City: Large
Astec Charter School,4000783,2021,1294,11-City: Large
Astec Charter School,4000783,2020,1008,11-City: Large
Astec Charter School,4000783,2019,963,11-City: Large
Astec Charter School,4000783,2018,923,11-City: Large
Astec Charter School,4000783,2017,948,11-City: Large
Astec Charter School,4000783,2016,928,11-City: Large
Astec Charter School,4000783,2015,851,11-City: Large
Astec Charter School,4000783,2014,795,11-City: Large
Atoka,4003360,2025,823,43-Rural: Remote
Atoka,4003360,2024,862,43-Rural: Remote
Atoka,4003360,2023,868,43-Rural: Remote
Atoka,4003360,2022,870,43-Rural: Remote
Atoka,4003360,2021,870,43-Rural: Remote
Atoka,4003360,2020,943,43-Rural: Remote
Atoka,4003360,2019,890,43-Rural: Remote
Atoka,4003360,2018,879,43-Rural: Remote
Atoka,4003360,2017,945,43-Rural: Remote
Atoka,4003360,2016,996,43-Rural: Remote
Atoka,4003360,2015,941,43-Rural: Remote
Atoka,4003360,2014,842,43-Rural: Remote
Autry Tech. Ctr.,4000061,2025,NA,13-City: Small
Autry Tech. Ctr.,4000061,2024,NA,13-City: Small
Autry Tech. Ctr.,4000061,2023,NA,33-Town: Remote
Autry Tech. Ctr.,4000061,2022,NA,33-Town: Remote
Autry Tech. Ctr.,4000061,2021,NA,33-Town: Remote
Autry Tech. Ctr.,4000061,2020,NA,33-Town: Remote
Autry Tech. Ctr.,4000061,2019,NA,33-Town: Remote
Autry Tech. Ctr.,4000061,2018,NA,33-Town: Remote
Autry Tech. Ctr.,4000061,2017,NA,33-Town: Remote
Autry Tech. Ctr.,4000061,2016,NA,33-Town: Remote
Autry Tech. Ctr.,4000061,2015,NA,33-Town: Remote
Autry Tech. Ctr.,4000061,2014,NA,33-Town: Remote
Avant,4003450,2025,47,42-Rural: Distant
Avant,4003450,2024,69,42-Rural: Distant
Avant,4003450,2023,73,42-Rural: Distant
Avant,4003450,2022,81,42-Rural: Distant
Avant,4003450,2021,74,42-Rural: Distant
Avant,4003450,2020,84,42-Rural: Distant
Avant,4003450,2019,93,42-Rural: Distant
Avant,4003450,2018,90,42-Rural: Distant
Avant,4003450,2017,65,42-Rural: Distant
Avant,4003450,2016,78,42-Rural: Distant
Avant,4003450,2015,80,42-Rural: Distant
Avant,4003450,2014,92,42-Rural: Distant
Balko,4003510,2025,148,43-Rural: Remote
Balko,4003510,2024,145,43-Rural: Remote
Balko,4003510,2023,137,43-Rural: Remote
Balko,4003510,2022,151,43-Rural: Remote
Balko,4003510,2021,139,43-Rural: Remote
Balko,4003510,2020,149,43-Rural: Remote
Balko,4003510,2019,150,43-Rural: Remote
Balko,4003510,2018,163,43-Rural: Remote
Balko,4003510,2017,160,43-Rural: Remote
Balko,4003510,2016,162,43-Rural: Remote
Balko,4003510,2015,151,43-Rural: Remote
Balko,4003510,2014,152,43-Rural: Remote
Banner,4003540,2025,324,41-Rural: Fringe
Banner,4003540,2024,319,41-Rural: Fringe
Banner,4003540,2023,290,41-Rural: Fringe
Banner,4003540,2022,305,41-Rural: Fringe
Banner,4003540,2021,260,41-Rural: Fringe
Banner,4003540,2020,298,41-Rural: Fringe
Banner,4003540,2019,259,41-Rural: Fringe
Banner,4003540,2018,228,41-Rural: Fringe
Banner,4003540,2017,234,41-Rural: Fringe
Banner,4003540,2016,204,41-Rural: Fringe
Banner,4003540,2015,209,41-Rural: Fringe
Banner,4003540,2014,189,41-Rural: Fringe
Barnsdall,4003570,2025,452,42-Rural: Distant
Barnsdall,4003570,2024,447,42-Rural: Distant
Barnsdall,4003570,2023,435,42-Rural: Distant
Barnsdall,4003570,2022,397,42-Rural: Distant
Barnsdall,4003570,2021,377,42-Rural: Distant
Barnsdall,4003570,2020,392,42-Rural: Distant
Barnsdall,4003570,2019,423,42-Rural: Distant
Barnsdall,4003570,2018,418,42-Rural: Distant
Barnsdall,4003570,2017,418,42-Rural: Distant
Barnsdall,4003570,2016,433,42-Rural: Distant
Barnsdall,4003570,2015,435,42-Rural: Distant
Barnsdall,4003570,2014,438,42-Rural: Distant
Bartlesville,4003630,2025,6181,32-Town: Distant
Bartlesville,4003630,2024,6173,32-Town: Distant
Bartlesville,4003630,2023,6182,32-Town: Distant
Bartlesville,4003630,2022,6078,32-Town: Distant
Bartlesville,4003630,2021,5828,32-Town: Distant
Bartlesville,4003630,2020,5963,32-Town: Distant
Bartlesville,4003630,2019,5971,32-Town: Distant
Bartlesville,4003630,2018,5986,32-Town: Distant
Bartlesville,4003630,2017,6050,32-Town: Distant
Bartlesville,4003630,2016,6099,32-Town: Distant
Bartlesville,4003630,2015,6069,32-Town: Distant
Bartlesville,4003630,2014,6062,32-Town: Distant
Battiest,4003660,2025,216,43-Rural: Remote
Battiest,4003660,2024,225,43-Rural: Remote
Battiest,4003660,2023,225,43-Rural: Remote
Battiest,4003660,2022,234,43-Rural: Remote
Battiest,4003660,2021,249,43-Rural: Remote
Battiest,4003660,2020,239,43-Rural: Remote
Battiest,4003660,2019,251,43-Rural: Remote
Battiest,4003660,2018,269,43-Rural: Remote
Battiest,4003660,2017,287,43-Rural: Remote
Battiest,4003660,2016,278,43-Rural: Remote
Battiest,4003660,2015,270,43-Rural: Remote
Battiest,4003660,2014,274,43-Rural: Remote
Bearden,4003690,2025,141,43-Rural: Remote
Bearden,4003690,2024,143,43-Rural: Remote
Bearden,4003690,2023,140,42-Rural: Distant
Bearden,4003690,2022,141,42-Rural: Distant
Bearden,4003690,2021,139,42-Rural: Distant
Bearden,4003690,2020,149,42-Rural: Distant
Bearden,4003690,2019,146,42-Rural: Distant
Bearden,4003690,2018,150,42-Rural: Distant
Bearden,4003690,2017,122,42-Rural: Distant
Bearden,4003690,2016,95,42-Rural: Distant
Bearden,4003690,2015,105,42-Rural: Distant
Bearden,4003690,2014,113,42-Rural: Distant
Beaver,4003750,2025,250,43-Rural: Remote
Beaver,4003750,2024,242,43-Rural: Remote
Beaver,4003750,2023,260,43-Rural: Remote
Beaver,4003750,2022,281,43-Rural: Remote
Beaver,4003750,2021,275,43-Rural: Remote
Beaver,4003750,2020,302,43-Rural: Remote
Beaver,4003750,2019,312,43-Rural: Remote
Beaver,4003750,2018,347,43-Rural: Remote
Beaver,4003750,2017,377,43-Rural: Remote
Beaver,4003750,2016,369,43-Rural: Remote
Beaver,4003750,2015,393,43-Rural: Remote
Beaver,4003750,2014,371,43-Rural: Remote
Beggs,4003810,2025,948,42-Rural: Distant
Beggs,4003810,2024,951,42-Rural: Distant
Beggs,4003810,2023,1073,42-Rural: Distant
Beggs,4003810,2022,1050,42-Rural: Distant
Beggs,4003810,2021,944,42-Rural: Distant
Beggs,4003810,2020,1011,42-Rural: Distant
Beggs,4003810,2019,1054,42-Rural: Distant
Beggs,4003810,2018,1077,42-Rural: Distant
Beggs,4003810,2017,1094,42-Rural: Distant
Beggs,4003810,2016,1130,42-Rural: Distant
Beggs,4003810,2015,1168,42-Rural: Distant
Beggs,4003810,2014,1174,42-Rural: Distant
Belfonte,4003840,2025,135,42-Rural: Distant
Belfonte,4003840,2024,143,42-Rural: Distant
Belfonte,4003840,2023,162,42-Rural: Distant
Belfonte,4003840,2022,166,42-Rural: Distant
Belfonte,4003840,2021,158,42-Rural: Distant
Belfonte,4003840,2020,170,42-Rural: Distant
Belfonte,4003840,2019,172,42-Rural: Distant
Belfonte,4003840,2018,194,42-Rural: Distant
Belfonte,4003840,2017,202,42-Rural: Distant
Belfonte,4003840,2016,207,42-Rural: Distant
Belfonte,4003840,2015,213,42-Rural: Distant
Belfonte,4003840,2014,217,42-Rural: Distant
Bennington,4003930,2025,252,43-Rural: Remote
Bennington,4003930,2024,270,43-Rural: Remote
Bennington,4003930,2023,294,43-Rural: Remote
Bennington,4003930,2022,315,43-Rural: Remote
Bennington,4003930,2021,304,43-Rural: Remote
Bennington,4003930,2020,316,43-Rural: Remote
Bennington,4003930,2019,344,43-Rural: Remote
Bennington,4003930,2018,356,43-Rural: Remote
Bennington,4003930,2017,328,43-Rural: Remote
Bennington,4003930,2016,298,43-Rural: Remote
Bennington,4003930,2015,286,43-Rural: Remote
Bennington,4003930,2014,287,43-Rural: Remote
Berryhill,4004020,2025,1130,21-Suburb: Large
Berryhill,4004020,2024,1139,21-Suburb: Large
Berryhill,4004020,2023,1150,21-Suburb: Large
Berryhill,4004020,2022,1123,21-Suburb: Large
Berryhill,4004020,2021,1133,21-Suburb: Large
Berryhill,4004020,2020,1181,21-Suburb: Large
Berryhill,4004020,2019,1221,21-Suburb: Large
Berryhill,4004020,2018,1241,21-Suburb: Large
Berryhill,4004020,2017,1226,21-Suburb: Large
