district_name,fips_full,year,enrollment,locale
Central High,4007170,2022,401,42-Rural: Distant
Central High,4007170,2021,388,42-Rural: Distant
Central High,4007170,2020,409,42-Rural: Distant
Central High,4007170,2019,417,42-Rural: Distant
Central High,4007170,2018,396,42-Rural: Distant
Central High,4007170,2017,404,42-Rural: Distant
Central High,4007170,2016,413,42-Rural: Distant
Central High,4007170,2015,432,42-Rural: Distant
Central High,4007170,2014,431,42-Rural: Distant
Central Tech. Ctr.,4000058,2025,NA,42-Rural: Distant
Central Tech. Ctr.,4000058,2024,NA,42-Rural: Distant
Central Tech. Ctr.,4000058,2023,NA,42-Rural: Distant
Central Tech. Ctr.,4000058,2022,NA,42-Rural: Distant
Central Tech. Ctr.,4000058,2021,NA,42-Rural: Distant
Central Tech. Ctr.,4000058,2020,NA,42-Rural: Distant
Central Tech. Ctr.,4000058,2019,NA,42-Rural: Distant
Central Tech. Ctr.,4000058,2018,NA,42-Rural: Distant
Central Tech. Ctr.,4000058,2017,NA,42-Rural: Distant
Central Tech. Ctr.,4000058,2016,NA,42-Rural: Distant
Central Tech. Ctr.,4000058,2015,NA,42-Rural: Distant
Central Tech. Ctr.,4000058,2014,NA,42-Rural: Distant
Chandler,4007290,2025,1054,42-Rural: Distant
Chandler,4007290,2024,1122,42-Rural: Distant
Chandler,4007290,2023,1120,32-Town: Distant
Chandler,4007290,2022,1132,32-Town: Distant
Chandler,4007290,2021,1100,32-Town: Distant
Chandler,4007290,2020,1184,32-Town: Distant
Chandler,4007290,2019,1169,32-Town: Distant
Chandler,4007290,2018,1202,32-Town: Distant
Chandler,4007290,2017,1192,32-Town: Distant
Chandler,4007290,2016,1217,32-Town: Distant
Chandler,4007290,2015,1207,32-Town: Distant
Chandler,4007290,2014,1168,32-Town: Distant
Chattanooga,4007320,2025,207,42-Rural: Distant
Chattanooga,4007320,2024,199,42-Rural: Distant
Chattanooga,4007320,2023,245,42-Rural: Distant
Chattanooga,4007320,2022,226,42-Rural: Distant
Chattanooga,4007320,2021,238,42-Rural: Distant
Chattanooga,4007320,2020,235,42-Rural: Distant
Chattanooga,4007320,2019,253,42-Rural: Distant
Chattanooga,4007320,2018,229,42-Rural: Distant
Chattanooga,4007320,2017,242,42-Rural: Distant
Chattanooga,4007320,2016,224,42-Rural: Distant
Chattanooga,4007320,2015,221,42-Rural: Distant
Chattanooga,4007320,2014,227,42-Rural: Distant
Checotah,4007350,2025,1428,43-Rural: Remote
Checotah,4007350,2024,1414,43-Rural: Remote
Checotah,4007350,2023,1452,32-Town: Distant
Checotah,4007350,2022,1444,32-Town: Distant
Checotah,4007350,2021,1336,32-Town: Distant
Checotah,4007350,2020,1398,32-Town: Distant
Checotah,4007350,2019,1418,32-Town: Distant
Checotah,4007350,2018,1464,32-Town: Distant
Checotah,4007350,2017,1509,32-Town: Distant
Checotah,4007350,2016,1561,32-Town: Distant
Checotah,4007350,2015,1562,32-Town: Distant
Checotah,4007350,2014,1565,32-Town: Distant
Chelsea,4007380,2025,813,42-Rural: Distant
Chelsea,4007380,2024,808,42-Rural: Distant
Chelsea,4007380,2023,784,42-Rural: Distant
Chelsea,4007380,2022,777,42-Rural: Distant
Chelsea,4007380,2021,759,42-Rural: Distant
Chelsea,4007380,2020,794,42-Rural: Distant
Chelsea,4007380,2019,816,42-Rural: Distant
Chelsea,4007380,2018,846,42-Rural: Distant
Chelsea,4007380,2017,869,42-Rural: Distant
Chelsea,4007380,2016,943,42-Rural: Distant
Chelsea,4007380,2015,918,42-Rural: Distant
Chelsea,4007380,2014,945,42-Rural: Distant
Cherokee,4007410,2025,384,43-Rural: Remote
Cherokee,4007410,2024,379,43-Rural: Remote
Cherokee,4007410,2023,405,43-Rural: Remote
Cherokee,4007410,2022,413,43-Rural: Remote
Cherokee,4007410,2021,410,43-Rural: Remote
Cherokee,4007410,2020,422,43-Rural: Remote
Cherokee,4007410,2019,400,43-Rural: Remote
Cherokee,4007410,2018,401,43-Rural: Remote
Cherokee,4007410,2017,396,43-Rural: Remote
Cherokee,4007410,2016,422,43-Rural: Remote
Cherokee,4007410,2015,369,43-Rural: Remote
Cherokee,4007410,2014,368,43-Rural: Remote
Cherokee Immersion Charter Es,4000755,2025,116,41-Rural: Fringe
Cherokee Immersion Charter Es,4000755,2024,106,41-Rural: Fringe
Cherokee Immersion Charter Es,4000755,2023,103,41-Rural: Fringe
Cherokee Immersion Charter Es,4000755,2022,95,41-Rural: Fringe
Cherokee Immersion Charter Es,4000755,2021,114,41-Rural: Fringe
Cherokee Immersion Charter Es,4000755,2020,120,41-Rural: Fringe
Cherokee Immersion Charter Es,4000755,2019,117,41-Rural: Fringe
Cherokee Immersion Charter Es,4000755,2018,114,41-Rural: Fringe
Cherokee Immersion Charter Es,4000755,2017,106,41-Rural: Fringe
Cherokee Immersion Charter Es,4000755,2016,106,33-Town: Remote
Cherokee Immersion Charter Es,4000755,2015,109,33-Town: Remote
Cherokee Immersion Charter Es,4000755,2014,126,33-Town: Remote
Cheyenne,4007500,2025,274,43-Rural: Remote
Cheyenne,4007500,2024,308,43-Rural: Remote
Cheyenne,4007500,2023,307,43-Rural: Remote
Cheyenne,4007500,2022,313,43-Rural: Remote
Cheyenne,4007500,2021,304,43-Rural: Remote
Cheyenne,4007500,2020,351,43-Rural: Remote
Cheyenne,4007500,2019,344,43-Rural: Remote
Cheyenne,4007500,2018,355,43-Rural: Remote
Cheyenne,4007500,2017,365,43-Rural: Remote
Cheyenne,4007500,2016,355,43-Rural: Remote
Cheyenne,4007500,2015,365,43-Rural: Remote
Cheyenne,4007500,2014,376,43-Rural: Remote
Chickasha,4007560,2025,2225,32-Town: Distant
Chickasha,4007560,2024,2287,32-Town: Distant
Chickasha,4007560,2023,2306,32-Town: Distant
Chickasha,4007560,2022,2243,32-Town: Distant
Chickasha,4007560,2021,2050,32-Town: Distant
Chickasha,4007560,2020,2195,32-Town: Distant
Chickasha,4007560,2019,2210,32-Town: Distant
Chickasha,4007560,2018,2353,32-Town: Distant
Chickasha,4007560,2017,2325,32-Town: Distant
Chickasha,4007560,2016,2463,32-Town: Distant
Chickasha,4007560,2015,2522,32-Town: Distant
Chickasha,4007560,2014,2475,32-Town: Distant
Chisholm,4021780,2025,1095,41-Rural: Fringe
Chisholm,4021780,2024,1120,41-Rural: Fringe
Chisholm,4021780,2023,1118,41-Rural: Fringe
Chisholm,4021780,2022,1143,41-Rural: Fringe
Chisholm,4021780,2021,1148,41-Rural: Fringe
Chisholm,4021780,2020,1170,41-Rural: Fringe
Chisholm,4021780,2019,1184,41-Rural: Fringe
Chisholm,4021780,2018,1163,41-Rural: Fringe
Chisholm,4021780,2017,1130,41-Rural: Fringe
Chisholm,4021780,2016,1023,41-Rural: Fringe
Chisholm,4021780,2015,1040,41-Rural: Fringe
Chisholm,4021780,2014,975,41-Rural: Fringe
Chisholm Trail Tech. Ctr.,4000068,2025,NA,43-Rural: Remote
Chisholm Trail Tech. Ctr.,4000068,2024,NA,43-Rural: Remote
Chisholm Trail Tech. Ctr.,4000068,2023,NA,43-Rural: Remote
Chisholm Trail Tech. Ctr.,4000068,2022,NA,43-Rural: Remote
Chisholm Trail Tech. Ctr.,4000068,2021,NA,43-Rural: Remote
Chisholm Trail Tech. Ctr.,4000068,2020,NA,43-Rural: Remote
Chisholm Trail Tech. Ctr.,4000068,2019,NA,43-Rural: Remote
Chisholm Trail Tech. Ctr.,4000068,2018,NA,43-Rural: Remote
Chisholm Trail Tech. Ctr.,4000068,2017,NA,43-Rural: Remote
Chisholm Trail Tech. Ctr.,4000068,2016,NA,43-Rural: Remote
Chisholm Trail Tech. Ctr.,4000068,2015,NA,43-Rural: Remote
Chisholm Trail Tech. Ctr.,4000068,2014,NA,43-Rural: Remote
Choctaw Nation Ilc,4000763,2025,NA,41-Rural: Fringe
Choctaw Nation Ilc,4000763,2024,NA,41-Rural: Fringe
Choctaw Nation Ilc,4000763,2023,NA,41-Rural: Fringe
Choctaw Nation Ilc,4000763,2022,NA,41-Rural: Fringe
Choctaw Nation Ilc,4000763,2021,NA,41-Rural: Fringe
Choctaw Nation Ilc,4000763,2020,NA,41-Rural: Fringe
Choctaw Nation Ilc,4000763,2019,NA,41-Rural: Fringe
Choctaw Nation Ilc,4000763,2018,NA,41-Rural: Fringe
Choctaw Nation Ilc,4000763,2017,NA,41-Rural: Fringe
Choctaw Nation Ilc,4000763,2016,NA,41-Rural: Fringe
Choctaw Nation Ilc,4000763,2015,NA,41-Rural: Fringe
Choctaw Nation Ilc,4000763,2014,NA,41-Rural: Fringe
Choctaw-Nicoma Park,4007620,2025,5828,21-Suburb: Large
Choctaw-Nicoma Park,4007620,2024,5828,21-Suburb: Large
Choctaw-Nicoma Park,4007620,2023,5816,21-Suburb: Large
Choctaw-Nicoma Park,4007620,2022,5629,21-Suburb: Large
Choctaw-Nicoma Park,4007620,2021,5329,21-Suburb: Large
Choctaw-Nicoma Park,4007620,2020,5735,21-Suburb: Large
Choctaw-Nicoma Park,4007620,2019,5700,21-Suburb: Large
Choctaw-Nicoma Park,4007620,2018,5775,21-Suburb: Large
Choctaw-Nicoma Park,4007620,2017,5772,21-Suburb: Large
Choctaw-Nicoma Park,4007620,2016,5671,21-Suburb: Large
Choctaw-Nicoma Park,4007620,2015,5634,21-Suburb: Large
Choctaw-Nicoma Park,4007620,2014,5526,21-Suburb: Large
Chouteau-Mazie,4007670,2025,854,42-Rural: Distant
Chouteau-Mazie,4007670,2024,820,42-Rural: Distant
Chouteau-Mazie,4007670,2023,820,42-Rural: Distant
Chouteau-Mazie,4007670,2022,831,42-Rural: Distant
Chouteau-Mazie,4007670,2021,785,42-Rural: Distant
Chouteau-Mazie,4007670,2020,837,42-Rural: Distant
Chouteau-Mazie,4007670,2019,883,42-Rural: Distant
Chouteau-Mazie,4007670,2018,870,42-Rural: Distant
Chouteau-Mazie,4007670,2017,894,42-Rural: Distant
Chouteau-Mazie,4007670,2016,890,42-Rural: Distant
Chouteau-Mazie,4007670,2015,899,42-Rural: Distant
Chouteau-Mazie,4007670,2014,913,42-Rural: Distant
Cimarron,4007710,2025,192,42-Rural: Distant
Cimarron,4007710,2024,193,42-Rural: Distant
Cimarron,4007710,2023,173,42-Rural: Distant
Cimarron,4007710,2022,162,42-Rural: Distant
Cimarron,4007710,2021,204,42-Rural: Distant
Cimarron,4007710,2020,262,42-Rural: Distant
Cimarron,4007710,2019,267,42-Rural: Distant
Cimarron,4007710,2018,264,42-Rural: Distant
Cimarron,4007710,2017,250,42-Rural: Distant
Cimarron,4007710,2016,269,42-Rural: Distant
Cimarron,4007710,2015,272,42-Rural: Distant
Cimarron,4007710,2014,281,42-Rural: Distant
Claremore,4007740,2025,3925,31-Town: Fringe
Claremore,4007740,2024,3884,31-Town: Fringe
Claremore,4007740,2023,3944,31-Town: Fringe
Claremore,4007740,2022,3815,31-Town: Fringe
Claremore,4007740,2021,3652,31-Town: Fringe
Claremore,4007740,2020,3746,31-Town: Fringe
Claremore,4007740,2019,3790,31-Town: Fringe
Claremore,4007740,2018,3858,31-Town: Fringe
Claremore,4007740,2017,3916,31-Town: Fringe
Claremore,4007740,2016,4015,31-Town: Fringe
Claremore,4007740,2015,4096,31-Town: Fringe
Claremore,4007740,2014,4074,31-Town: Fringe
Clayton,4007800,2025,216,43-Rural: Remote
Clayton,4007800,2024,239,43-Rural: Remote
Clayton,4007800,2023,213,43-Rural: Remote
Clayton,4007800,2022,214,43-Rural: Remote
Clayton,4007800,2021,252,43-Rural: Remote
Clayton,4007800,2020,295,43-Rural: Remote
Clayton,4007800,2019,321,43-Rural: Remote
Clayton,4007800,2018,326,43-Rural: Remote
Clayton,4007800,2017,328,43-Rural: Remote
Clayton,4007800,2016,297,43-Rural: Remote
Clayton,4007800,2015,280,43-Rural: Remote
Clayton,4007800,2014,303,43-Rural: Remote
Cleora,4008010,2025,167,42-Rural: Distant
Cleora,4008010,2024,162,42-Rural: Distant
Cleora,4008010,2023,165,42-Rural: Distant
Cleora,4008010,2022,151,42-Rural: Distant
Cleora,4008010,2021,143,42-Rural: Distant
Cleora,4008010,2020,132,42-Rural: Distant
Cleora,4008010,2019,135,42-Rural: Distant
Cleora,4008010,2018,130,42-Rural: Distant
Cleora,4008010,2017,125,42-Rural: Distant
Cleora,4008010,2016,120,42-Rural: Distant
Cleora,4008010,2015,122,42-Rural: Distant
Cleora,4008010,2014,113,42-Rural: Distant
Cleveland,4008040,2025,1538,42-Rural: Distant
Cleveland,4008040,2024,1603,42-Rural: Distant
Cleveland,4008040,2023,1614,32-Town: Distant
Cleveland,4008040,2022,1574,32-Town: Distant
Cleveland,4008040,2021,1585,32-Town: Distant
Cleveland,4008040,2020,1644,32-Town: Distant
Cleveland,4008040,2019,1647,32-Town: Distant
Cleveland,4008040,2018,1719,32-Town: Distant
Cleveland,4008040,2017,1742,32-Town: Distant
Cleveland,4008040,2016,1687,32-Town: Distant
Cleveland,4008040,2015,1653,32-Town: Distant
Cleveland,4008040,2014,1662,32-Town: Distant
Clinton,4008070,2025,2023,33-Town: Remote
Clinton,4008070,2024,2029,33-Town: Remote
Clinton,4008070,2023,2080,33-Town: Remote
Clinton,4008070,2022,2066,33-Town: Remote
Clinton,4008070,2021,2066,33-Town: Remote
Clinton,4008070,2020,2183,33-Town: Remote
Clinton,4008070,2019,2213,33-Town: Remote
Clinton,4008070,2018,2226,33-Town: Remote
Clinton,4008070,2017,2222,33-Town: Remote
Clinton,4008070,2016,2313,33-Town: Remote
Clinton,4008070,2015,2297,33-Town: Remote
Clinton,4008070,2014,2346,33-Town: Remote
Coalgate,4008130,2025,717,43-Rural: Remote
Coalgate,4008130,2024,719,43-Rural: Remote
Coalgate,4008130,2023,700,43-Rural: Remote
Coalgate,4008130,2022,657,43-Rural: Remote
Coalgate,4008130,2021,627,43-Rural: Remote
Coalgate,4008130,2020,646,43-Rural: Remote
Coalgate,4008130,2019,653,43-Rural: Remote
Coalgate,4008130,2018,654,43-Rural: Remote
Coalgate,4008130,2017,694,43-Rural: Remote
Coalgate,4008130,2016,717,43-Rural: Remote
Coalgate,4008130,2015,739,43-Rural: Remote
Coalgate,4008130,2014,714,43-Rural: Remote
Colbert,4008220,2025,837,42-Rural: Distant
Colbert,4008220,2024,811,42-Rural: Distant
Colbert,4008220,2023,809,42-Rural: Distant
Colbert,4008220,2022,764,42-Rural: Distant
Colbert,4008220,2021,718,42-Rural: Distant
Colbert,4008220,2020,802,42-Rural: Distant
Colbert,4008220,2019,783,42-Rural: Distant
Colbert,4008220,2018,829,42-Rural: Distant
Colbert,4008220,2017,863,42-Rural: Distant
Colbert,4008220,2016,832,42-Rural: Distant
Colbert,4008220,2015,858,42-Rural: Distant
Colbert,4008220,2014,899,42-Rural: Distant
Colcord,4008250,2025,724,42-Rural: Distant
Colcord,4008250,2024,746,42-Rural: Distant
Colcord,4008250,2023,756,42-Rural: Distant
Colcord,4008250,2022,693,42-Rural: Distant
Colcord,4008250,2021,645,42-Rural: Distant
Colcord,4008250,2020,607,42-Rural: Distant
Colcord,4008250,2019,592,42-Rural: Distant
Colcord,4008250,2018,553,42-Rural: Distant
Colcord,4008250,2017,587,42-Rural: Distant
Colcord,4008250,2016,607,42-Rural: Distant
Colcord,4008250,2015,593,42-Rural: Distant
Colcord,4008250,2014,625,42-Rural: Distant
Coleman,4008310,2025,263,43-Rural: Remote
Coleman,4008310,2024,224,43-Rural: Remote
Coleman,4008310,2023,207,43-Rural: Remote
Coleman,4008310,2022,168,43-Rural: Remote
Coleman,4008310,2021,155,43-Rural: Remote
Coleman,4008310,2020,159,43-Rural: Remote
Coleman,4008310,2019,159,43-Rural: Remote
Coleman,4008310,2018,176,43-Rural: Remote
Coleman,4008310,2017,168,43-Rural: Remote
Coleman,4008310,2016,179,43-Rural: Remote
Coleman,4008310,2015,194,43-Rural: Remote
Coleman,4008310,2014,193,43-Rural: Remote
College Bound Academy Of Tulsa,4000791,2025,914,11-City: Large
College Bound Academy Of Tulsa,4000791,2024,870,11-City: Large
College Bound Academy Of Tulsa,4000791,2023,445,11-City: Large
College Bound Academy Of Tulsa,4000791,2022,456,11-City: Large
College Bound Academy Of Tulsa,4000791,2021,481,11-City: Large
College Bound Academy Of Tulsa,4000791,2020,471,11-City: Large
College Bound Academy Of Tulsa,4000791,2019,384,11-City: Large
College Bound Academy Of Tulsa,4000791,2018,286,11-City: Large
College Bound Academy Of Tulsa,4000791,2017,192,11-City: Large
College Bound Academy Of Tulsa,4000791,2016,95,11-City: Large
College Bound Academy Of Tulsa,4000791,2015,NA,NA
College Bound Academy Of Tulsa,4000791,2014,NA,NA
Collegiate Hall(Charter),4000793,2025,NA,NA
Collegiate Hall(Charter),4000793,2024,NA,NA
Collegiate Hall(Charter),4000793,2023,322,11-City: Large
Collegiate Hall(Charter),4000793,2022,289,11-City: Large
Collegiate Hall(Charter),4000793,2021,296,11-City: Large
Collegiate Hall(Charter),4000793,2020,232,11-City: Large
Collegiate Hall(Charter),4000793,2019,249,11-City: Large
Collegiate Hall(Charter),4000793,2018,202,11-City: Large
Collegiate Hall(Charter),4000793,2017,164,11-City: Large
Collegiate Hall(Charter),4000793,2016,113,11-City: Large
Collegiate Hall(Charter),4000793,2015,NA,NA
Collegiate Hall(Charter),4000793,2014,NA,NA
Collinsville,4008370,2025,3201,31-Town: Fringe
Collinsville,4008370,2024,3124,31-Town: Fringe
Collinsville,4008370,2023,3111,21-Suburb: Large
Collinsville,4008370,2022,2965,21-Suburb: Large
Collinsville,4008370,2021,2852,21-Suburb: Large
Collinsville,4008370,2020,2872,21-Suburb: Large
Collinsville,4008370,2019,2818,21-Suburb: Large
Collinsville,4008370,2018,2773,21-Suburb: Large
Collinsville,4008370,2017,2783,21-Suburb: Large
Collinsville,4008370,2016,2712,21-Suburb: Large
Collinsville,4008370,2015,2694,31-Town: Fringe
Collinsville,4008370,2014,2623,31-Town: Fringe
Comanche,4008460,2025,858,42-Rural: Distant
Comanche,4008460,2024,862,42-Rural: Distant
Comanche,4008460,2023,899,42-Rural: Distant
Comanche,4008460,2022,943,42-Rural: Distant
Comanche,4008460,2021,922,42-Rural: Distant
Comanche,4008460,2020,919,42-Rural: Distant
Comanche,4008460,2019,957,42-Rural: Distant
Comanche,4008460,2018,978,42-Rural: Distant
Comanche,4008460,2017,1014,42-Rural: Distant
Comanche,4008460,2016,1025,42-Rural: Distant
Comanche,4008460,2015,1062,42-Rural: Distant
Comanche,4008460,2014,1058,42-Rural: Distant
Comanche Academy (Charter),4000807,2025,95,13-City: Small
Comanche Academy (Charter),4000807,2024,85,13-City: Small
Comanche Academy (Charter),4000807,2023,64,13-City: Small
Comanche Academy (Charter),4000807,2022,57,13-City: Small
Comanche Academy (Charter),4000807,2021,NA,NA
Comanche Academy (Charter),4000807,2020,NA,NA
Comanche Academy (Charter),4000807,2019,NA,NA
Comanche Academy (Charter),4000807,2018,NA,NA
Comanche Academy (Charter),4000807,2017,NA,NA
Comanche Academy (Charter),4000807,2016,NA,NA
Comanche Academy (Charter),4000807,2015,NA,NA
Comanche Academy (Charter),4000807,2014,NA,NA
Commerce,4008490,2025,837,32-Town: Distant
Commerce,4008490,2024,892,32-Town: Distant
Commerce,4008490,2023,883,32-Town: Distant
Commerce,4008490,2022,821,32-Town: Distant
Commerce,4008490,2021,838,32-Town: Distant
Commerce,4008490,2020,853,32-Town: Distant
Commerce,4008490,2019,888,32-Town: Distant
Commerce,4008490,2018,870,32-Town: Distant
Commerce,4008490,2017,881,32-Town: Distant
Commerce,4008490,2016,890,32-Town: Distant
Commerce,4008490,2015,883,32-Town: Distant
Commerce,4008490,2014,896,32-Town: Distant
Copan,4008610,2025,269,42-Rural: Distant
Copan,4008610,2024,250,42-Rural: Distant
Copan,4008610,2023,225,42-Rural: Distant
Copan,4008610,2022,214,42-Rural: Distant
Copan,4008610,2021,201,42-Rural: Distant
Copan,4008610,2020,190,42-Rural: Distant
Copan,4008610,2019,213,42-Rural: Distant
Copan,4008610,2018,217,42-Rural: Distant
Copan,4008610,2017,228,42-Rural: Distant
Copan,4008610,2016,216,42-Rural: Distant
Copan,4008610,2015,220,42-Rural: Distant
Copan,4008610,2014,859,42-Rural: Distant
Cordell,4008640,2025,615,43-Rural: Remote
Cordell,4008640,2024,624,43-Rural: Remote
Cordell,4008640,2023,599,33-Town: Remote
Cordell,4008640,2022,629,33-Town: Remote
Cordell,4008640,2021,625,33-Town: Remote
Cordell,4008640,2020,681,33-Town: Remote
Cordell,4008640,2019,672,33-Town: Remote
Cordell,4008640,2018,672,33-Town: Remote
Cordell,4008640,2017,715,33-Town: Remote
Cordell,4008640,2016,749,33-Town: Remote
Cordell,4008640,2015,744,33-Town: Remote
Cordell,4008640,2014,768,33-Town: Remote
Cottonwood,4008730,2025,128,43-Rural: Remote
Cottonwood,4008730,2024,128,43-Rural: Remote
Cottonwood,4008730,2023,147,43-Rural: Remote
Cottonwood,4008730,2022,145,43-Rural: Remote
Cottonwood,4008730,2021,156,43-Rural: Remote
Cottonwood,4008730,2020,181,43-Rural: Remote
Cottonwood,4008730,2019,166,43-Rural: Remote
Cottonwood,4008730,2018,180,43-Rural: Remote
Cottonwood,4008730,2017,205,43-Rural: Remote
Cottonwood,4008730,2016,178,43-Rural: Remote
Cottonwood,4008730,2015,177,43-Rural: Remote
Cottonwood,4008730,2014,196,43-Rural: Remote
Covington-Douglas,4008790,2025,229,42-Rural: Distant
Covington-Douglas,4008790,2024,239,42-Rural: Distant
Covington-Douglas,4008790,2023,248,43-Rural: Remote
Covington-Douglas,4008790,2022,273,43-Rural: Remote
Covington-Douglas,4008790,2021,275,43-Rural: Remote
Covington-Douglas,4008790,2020,272,43-Rural: Remote
Covington-Douglas,4008790,2019,288,43-Rural: Remote
Covington-Douglas,4008790,2018,286,43-Rural: Remote
Covington-Douglas,4008790,2017,274,43-Rural: Remote
Covington-Douglas,4008790,2016,266,43-Rural: Remote
Covington-Douglas,4008790,2015,272,43-Rural: Remote
Covington-Douglas,4008790,2014,278,43-Rural: Remote
Coweta,4008850,2025,3668,21-Suburb: Large
Coweta,4008850,2024,3595,21-Suburb: Large
Coweta,4008850,2023,3569,21-Suburb: Large
Coweta,4008850,2022,3438,21-Suburb: Large
Coweta,4008850,2021,3226,21-Suburb: Large
Coweta,4008850,2020,3364,21-Suburb: Large
Coweta,4008850,2019,3329,21-Suburb: Large
Coweta,4008850,2018,3302,21-Suburb: Large
Coweta,4008850,2017,3250,21-Suburb: Large
Coweta,4008850,2016,3282,21-Suburb: Large
Coweta,4008850,2015,3322,21-Suburb: Large
Coweta,4008850,2014,3305,21-Suburb: Large
Coyle,4008940,2025,347,42-Rural: Distant
Coyle,4008940,2024,337,42-Rural: Distant
Coyle,4008940,2023,342,42-Rural: Distant
Coyle,4008940,2022,316,42-Rural: Distant
Coyle,4008940,2021,257,42-Rural: Distant
Coyle,4008940,2020,310,42-Rural: Distant
Coyle,4008940,2019,323,42-Rural: Distant
Coyle,4008940,2018,339,42-Rural: Distant
Coyle,4008940,2017,343,42-Rural: Distant
Coyle,4008940,2016,332,42-Rural: Distant
Coyle,4008940,2015,296,42-Rural: Distant
Coyle,4008940,2014,300,42-Rural: Distant
Crescent,4009000,2025,564,42-Rural: Distant
Crescent,4009000,2024,575,42-Rural: Distant
Crescent,4009000,2023,589,42-Rural: Distant
Crescent,4009000,2022,586,42-Rural: Distant
Crescent,4009000,2021,552,42-Rural: Distant
Crescent,4009000,2020,557,42-Rural: Distant
Crescent,4009000,2019,566,42-Rural: Distant
Crescent,4009000,2018,574,42-Rural: Distant
Crescent,4009000,2017,615,42-Rural: Distant
Crescent,4009000,2016,635,42-Rural: Distant
Crescent,4009000,2015,648,42-Rural: Distant
Crescent,4009000,2014,659,42-Rural: Distant
Crooked Oak,4009060,2025,1244,11-City: Large
Crooked Oak,4009060,2024,1254,11-City: Large
Crooked Oak,4009060,2023,1185,11-City: Large
Crooked Oak,4009060,2022,1197,11-City: Large
Crooked Oak,4009060,2021,1116,11-City: Large
Crooked Oak,4009060,2020,1220,11-City: Large
Crooked Oak,4009060,2019,1176,11-City: Large
Crooked Oak,4009060,2018,1202,11-City: Large
Crooked Oak,4009060,2017,1228,11-City: Large
Crooked Oak,4009060,2016,1228,11-City: Large
Crooked Oak,4009060,2015,1191,11-City: Large
Crooked Oak,4009060,2014,1133,11-City: Large
Crowder,4009090,2025,327,43-Rural: Remote
Crowder,4009090,2024,327,43-Rural: Remote
Crowder,4009090,2023,334,43-Rural: Remote
Crowder,4009090,2022,333,43-Rural: Remote
Crowder,4009090,2021,299,43-Rural: Remote
Crowder,4009090,2020,328,43-Rural: Remote
Crowder,4009090,2019,392,43-Rural: Remote
Crowder,4009090,2018,422,43-Rural: Remote
Crowder,4009090,2017,440,43-Rural: Remote
Crowder,4009090,2016,483,43-Rural: Remote
Crowder,4009090,2015,472,43-Rural: Remote
Crowder,4009090,2014,495,43-Rural: Remote
Crutcho,4009150,2025,365,41-Rural: Fringe
Crutcho,4009150,2024,386,41-Rural: Fringe
Crutcho,4009150,2023,388,21-Suburb: Large
Crutcho,4009150,2022,383,21-Suburb: Large
Crutcho,4009150,2021,298,21-Suburb: Large
Crutcho,4009150,2020,350,21-Suburb: Large
Crutcho,4009150,2019,308,21-Suburb: Large
Crutcho,4009150,2018,345,21-Suburb: Large
Crutcho,4009150,2017,362,21-Suburb: Large
Crutcho,4009150,2016,407,21-Suburb: Large
Crutcho,4009150,2015,377,21-Suburb: Large
Crutcho,4009150,2014,378,21-Suburb: Large
Cushing,4009240,2025,1681,32-Town: Distant
Cushing,4009240,2024,1716,32-Town: Distant
Cushing,4009240,2023,1699,41-Rural: Fringe
Cushing,4009240,2022,1632,41-Rural: Fringe
Cushing,4009240,2021,1495,41-Rural: Fringe
Cushing,4009240,2020,1775,41-Rural: Fringe
Cushing,4009240,2019,1827,41-Rural: Fringe
Cushing,4009240,2018,1854,41-Rural: Fringe
Cushing,4009240,2017,1868,41-Rural: Fringe
Cushing,4009240,2016,1851,41-Rural: Fringe
Cushing,4009240,2015,1806,41-Rural: Fringe
Cushing,4009240,2014,1827,41-Rural: Fringe
Cyril,4009300,2025,348,42-Rural: Distant
Cyril,4009300,2024,329,42-Rural: Distant
Cyril,4009300,2023,367,42-Rural: Distant
Cyril,4009300,2022,367,42-Rural: Distant
Cyril,4009300,2021,344,42-Rural: Distant
Cyril,4009300,2020,334,42-Rural: Distant
Cyril,4009300,2019,345,42-Rural: Distant
Cyril,4009300,2018,350,42-Rural: Distant
Cyril,4009300,2017,390,42-Rural: Distant
Cyril,4009300,2016,385,42-Rural: Distant
Cyril,4009300,2015,380,42-Rural: Distant
Cyril,4009300,2014,344,42-Rural: Distant
Dahlonegah,4009360,2025,163,42-Rural: Distant
Dahlonegah,4009360,2024,186,42-Rural: Distant
Dahlonegah,4009360,2023,159,42-Rural: Distant
Dahlonegah,4009360,2022,164,42-Rural: Distant
Dahlonegah,4009360,2021,168,42-Rural: Distant
Dahlonegah,4009360,2020,137,42-Rural: Distant
Dahlonegah,4009360,2019,155,42-Rural: Distant
Dahlonegah,4009360,2018,152,42-Rural: Distant
Dahlonegah,4009360,2017,126,42-Rural: Distant
Dahlonegah,4009360,2016,134,42-Rural: Distant
Dahlonegah,4009360,2015,127,42-Rural: Distant
Dahlonegah,4009360,2014,135,42-Rural: Distant
Dale,4009390,2025,864,41-Rural: Fringe
Dale,4009390,2024,824,41-Rural: Fringe
Dale,4009390,2023,765,42-Rural: Distant
Dale,4009390,2022,780,42-Rural: Distant
Dale,4009390,2021,754,42-Rural: Distant
Dale,4009390,2020,784,42-Rural: Distant
Dale,4009390,2019,792,42-Rural: Distant
Dale,4009390,2018,820,42-Rural: Distant
